symbol,group,module,variant,signal_date,signal_pos,reward_risk,trend_stage,rv_pct,mom_20,mom_121,ivol_60,fwd_20,fwd_60,vol_up,adx14,mkt_rv_pct_stock,year,regime,mkt_rv_pct_sector,regime_sector,signal_ts,rank_date,mom_rank_pct,in_top20,in_top30
002281.SZ,cn_stock,A,early,2020-03-04,854,2.764150943396233,4,0.925925925925926,0.2444794952681388,-0.1088064046579331,0.3458841523998369,-0.0557667934093788,-0.0906210392902407,True,25.58128292843901,0.8902116402116402,2020,high,0.8902116402116402,high,2020-03-04,2020-02-28,0.537219730941704,False,False
300347.SZ,cn_stock,A,early,2020-03-04,849,1.8736842105263112,4,0.5965608465608465,0.1023017902813299,1.268883455582722,0.3203847760867532,-0.1886128418363357,0.0515915430537814,False,32.25667113351411,0.8902116402116402,2020,high,0.8902116402116402,high,2020-03-04,2020-02-28,0.975186846038864,True,True
000831.SZ,cn_stock,C,v3,2020-03-04,853,0.3814432989690723,2,0.6891534391534392,0.1115505526822837,0.0613770784510656,0.3675932231242194,-0.1058297600583888,0.1040051090228995,False,17.851041146507765,0.8902116402116402,2020,high,0.8902116402116402,high,2020-03-04,2020-02-28,0.7270553064275037,False,True
000001.SZ,cn_stock,C,v3,2020-03-05,856,0.235714285714286,2,0.4708994708994709,0.0519436997319033,0.4074692757427514,0.2961003562514344,-0.1927365402994584,-0.1299776999044281,True,19.82303882104323,0.8796296296296297,2020,high,0.8981481481481481,high,2020-03-05,2020-02-28,0.8035874439461883,True,True
603288.SS,cn_stock,C,v3,2020-03-05,855,0.1894977168949765,2,0.1402116402116402,0.0122747453643248,0.4667292077766636,0.3072469393935355,0.1876074991400069,0.3328173374613001,True,16.58188521592917,0.8796296296296297,2020,high,0.8981481481481481,high,2020-03-05,2020-02-28,0.7988041853512705,False,True
600111.SS,cn_stock,C,v3,2020-03-05,855,0.4220779220779225,2,0.5833333333333334,0.054489457474532,0.0060153994225218,0.2888028350292767,-0.0909907885868342,-0.0022466861379464,False,21.416726430049103,0.8796296296296297,2020,high,0.8981481481481481,high,2020-03-05,2020-02-28,0.5539611360239163,False,False
600030.SS,cn_stock,A,early,2020-03-05,844,0.0974702380952381,4,0.7724867724867724,0.1622593494135871,0.1314248954647796,0.3081880848829708,-0.1478889999524013,-0.1283735541910609,True,20.96530406255805,0.8796296296296297,2020,high,0.8981481481481481,high,2020-03-05,2020-02-28,0.7375186846038864,False,True
300122.SZ,cn_stock,A,early,2020-03-05,855,0.7488805970149247,1,0.365079365079365,-0.0024182042415302,0.7024748322147651,0.4174559239850087,0.0098659491430925,0.2718347756526797,False,22.38025375912115,0.8796296296296297,2020,high,0.8981481481481481,high,2020-03-05,2020-02-28,0.8532137518684604,True,True
000568.SZ,cn_stock,C,v3,2020-03-05,855,0.0221893491124258,2,0.3187830687830688,0.1899265058316024,0.988457760314342,0.4458357177479177,-0.1535698700949951,0.0684770568292436,True,17.767463374769815,0.8796296296296297,2020,high,0.8981481481481481,high,2020-03-05,2020-02-28,0.9216741405082213,True,True
300750.SZ,cn_stock,C,v1,2020-03-10,42,3.316280181687784,0,,-0.1506639350481826,,,-0.1740132578126395,0.1100827273214573,False,40.91129370739303,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.8639760837070254,True,True
603160.SS,cn_stock,C,v1,2020-03-10,828,4.765669113495189,0,0.902116402116402,-0.0171415697759841,2.4837766360257714,0.5594916647676373,-0.0899931234490388,-0.2461605923799843,False,31.545973051305285,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.9949177877428999,True,True
002415.SZ,cn_stock,C,v1,2020-03-10,856,4.0935251798561145,0,0.5383597883597884,-0.0397750651488135,0.0188585254768005,0.2814580174297621,-0.1360519925724896,-0.1546207684616484,False,20.44409455668537,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.5659192825112107,False,False
002410.SZ,cn_stock,C,v1,2020-03-10,858,1.4566265060240968,4,0.9074074074074074,0.0461590986684874,0.5608140849620418,0.3881743541687867,0.0,0.2988381959402129,True,36.012943151952655,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.8526158445440957,True,True
600460.SS,cn_stock,C,v1,2020-03-10,784,4.044247787610617,0,0.8478835978835979,0.1171430483968136,0.3741217264348937,0.4306186652148712,-0.1042602912097788,-0.1414105099167115,False,18.331306978517897,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.8337817638266068,True,True
000938.SZ,cn_stock,C,v1,2020-03-10,823,1.6480489671002312,4,0.9576719576719576,0.253812804830843,0.3317837291561396,0.3514072607756593,-0.2028649933623536,-0.1437745052638077,False,40.98064586046398,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.747982062780269,False,True
300274.SZ,cn_stock,C,v1,2020-03-10,42,1.4210526315789498,0,,0.1957194430118616,,,-0.2641794263532455,0.0418373948673713,False,24.875694565074784,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.2484304932735426,False,False
002812.SZ,cn_stock,C,v1,2020-03-10,763,3.80782918149466,0,0.7526881720430108,-0.14383496829953,1.108136831617403,0.4194681322274737,-0.1436834542976089,0.1248019747264488,False,30.94977346642925,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.9500747384155456,True,True
600660.SS,cn_stock,C,v1,2020-03-10,858,0.9471365638766516,0,0.6587301587301587,-0.0773195876288659,0.0079681274900398,0.3431081414784908,-0.3086592178770949,-0.1089385474860336,True,19.853166793970225,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.4101644245142003,False,False
600850.SS,cn_stock,C,v1,2020-03-10,788,2.1160822249093085,0,0.7777777777777778,-0.003412512546002,0.4601542416452442,0.3696819111964449,-0.1256881965892305,-0.0860749295018128,False,13.78300672714376,0.9708994708994708,2020,high,0.9365079365079364,high,2020-03-10,2020-02-28,0.8759342301943199,True,True
000661.SZ,cn_stock,C,v1,2020-03-17,854,5.284996861268064,0,0.671957671957672,-0.0115563269766041,1.3636266598351905,0.4311109762656793,0.2263680573562796,0.566716252917173,False,17.319721815179697,0.984126984126984,2020,high,0.9523809523809524,high,2020-03-17,2020-02-28,0.9808669656203288,True,True
300383.SZ,cn_stock,C,v1,2020-03-17,760,2.727272727272726,0,0.9959514170040484,-0.0276377217553687,0.3348017621145374,0.455982099751148,-0.0871903207221048,-0.0783560591511426,False,38.916020393268255,0.984126984126984,2020,high,0.9523809523809524,high,2020-03-17,2020-02-28,0.7952167414050823,False,True
300122.SZ,cn_stock,C,v1,2020-03-17,863,3.3299999999999983,0,0.4722222222222222,-0.0614130434782608,0.4053425000895192,0.4231880333352923,0.3521934541042819,0.5937353516971349,False,22.120079902844633,0.984126984126984,2020,high,0.9523809523809524,high,2020-03-17,2020-02-28,0.8532137518684604,True,True
600584.SS,cn_stock,C,v1,2020-03-17,850,8.198581560283689,0,0.9828042328042328,-0.2590909090909091,1.0900209351011865,0.5079502983436571,-0.1121822962313758,0.1275197195442594,False,21.75668953977268,0.984126984126984,2020,high,0.9523809523809524,high,2020-03-17,2020-02-28,0.9733931240657698,True,True
002049.SZ,cn_stock,C,v1,2020-03-18,749,3.12589928057554,0,0.9041095890410958,-0.137679027988325,0.8231436337748632,0.4134499845474248,0.076458858102435,0.177109571788413,False,20.923952989775422,0.988095238095238,2020,high,0.9563492063492064,high,2020-03-18,2020-02-28,0.8956651718983557,True,True
002049.SZ,cn_stock,A,early,2020-03-19,750,5.464699074074068,1,0.9124487004103968,-0.1193774354123026,0.9458900189318892,0.4116384186076233,0.0464229992071001,0.157505690973732,False,19.46515226143734,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.8956651718983557,True,True
002281.SZ,cn_stock,C,v1,2020-03-19,865,1.5972222222222232,4,1.0,0.0684462696783025,-0.0465807730426164,0.3949778262697183,-0.0374759769378603,0.009929532351057,False,26.164648917577964,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.537219730941704,False,False
002185.SZ,cn_stock,C,v1,2020-03-19,859,2.400000000000006,0,0.996031746031746,-0.0709219858156028,1.502144082332762,0.5683358329601891,0.0296861747243428,0.0983884648006785,False,30.356801786375712,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.9560538116591928,True,True
300394.SZ,cn_stock,C,v1,2020-03-19,853,1.2080808080808076,4,0.8201058201058201,0.1852131841548232,0.5062819916240111,0.7400982614987658,-0.0672279627503508,0.0774333460900624,False,34.53586100979655,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.7243647234678625,False,True
300502.SZ,cn_stock,C,v1,2020-03-19,865,1.579958819492108,0,0.9404761904761904,-0.0522989558527202,1.399363202183307,0.6849346934576412,0.140523823330434,0.2029573789504204,True,35.08137033094469,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.9799701046337818,True,True
000625.SZ,cn_stock,C,v1,2020-03-19,865,3.0491329479768834,0,0.9828042328042328,-0.0995633187772926,0.3389322135572885,0.5792262348951527,-0.0147914645974781,0.19447138700291,True,19.839142880304443,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.6896860986547085,False,False
300136.SZ,cn_stock,C,v1,2020-03-19,865,7.633858267716514,0,0.9854497354497356,-0.168686935594268,0.5295553798012449,0.3609066008420421,0.0053119439058721,0.2260232131948685,False,26.85443856116496,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.9276532137518685,True,True
600760.SS,cn_stock,C,v1,2020-03-19,784,5.502450980392166,0,0.7804232804232805,-0.0592063989962359,-0.1614700809340585,0.462640560511549,0.157372676502459,0.2555638909727433,True,15.263847622823622,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.21076233183856502,False,False
002241.SZ,cn_stock,C,v1,2020-03-19,865,17.080645161290292,0,0.9523809523809524,-0.3290206494730527,1.898096594587596,0.3968946709270821,0.1404673732601198,0.5049163580641041,True,27.450660051237048,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.9907324364723468,True,True
002281.SZ,cn_stock,A,early,2020-03-19,865,1.5972222222222232,4,1.0,0.0684462696783025,-0.0465807730426164,0.3949778262697183,-0.0374759769378603,0.009929532351057,False,26.164648917577964,0.9775132275132276,2020,high,0.9431216931216932,high,2020-03-19,2020-02-28,0.537219730941704,False,False
600893.SS,cn_stock,C,v1,2020-03-20,836,2.731707317073168,0,0.9470899470899472,-0.1158240107522631,0.0160470489392985,0.4621330229750126,0.0147538784816916,-0.0067063084007691,False,21.77832539015327,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.20508221225710016,False,False
600362.SS,cn_stock,C,v1,2020-03-20,866,4.372549019607845,0,0.7579365079365079,-0.2014186881513268,-0.0371653011234057,0.3955428262472722,0.0537339620572432,0.0767628029389189,False,31.063559424159937,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.5455904334828101,False,False
601899.SS,cn_stock,C,v1,2020-03-20,862,5.105263157894739,0,0.7552910052910053,-0.5102880658436215,0.8412698412698412,0.8204307991418974,0.5714285714285716,0.5798319327731092,True,32.39650650270136,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.758744394618834,False,True
601012.SS,cn_stock,C,v1,2020-03-20,859,8.602825745682884,0,0.8002645502645502,-0.3095751895924533,0.5785969793322734,0.3462473322896041,0.1750312555813538,0.4278442579031969,True,28.566489447518663,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.8430493273542601,True,True
600030.SS,cn_stock,C,v1,2020-03-20,855,2.9358386801099874,0,0.8240740740740741,-0.1083144517781498,-0.0404191616766467,0.3164021457074203,0.0399933712644313,0.0202176434845053,False,19.320784248571677,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.7375186846038864,False,True
603288.SS,cn_stock,C,v1,2020-03-20,866,0.9287398480482058,0,0.7248677248677249,-0.0512630014858841,0.5062033931420755,0.3693466057579897,0.2820949836473352,0.4585425399603851,True,22.75266363424413,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.7988041853512705,False,True
000568.SZ,cn_stock,C,v1,2020-03-20,866,3.9920424403182984,0,0.5753968253968254,-0.2384834896045657,1.4050261096605745,0.4855113738513445,0.2096716630977873,0.4737687366167025,True,20.14804882535146,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.9216741405082213,True,True
601127.SS,cn_stock,C,v1,2020-03-20,841,9.633333333333338,0,0.9894179894179894,-0.1862325838046626,-0.5496192974598503,0.6110261434271721,0.0152568231903711,0.0254280386506187,False,30.613552077366105,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.016143497757847534,False,False
300347.SZ,cn_stock,C,v1,2020-03-20,861,3.696261682242988,0,0.3981481481481481,-0.1670555655273212,1.1137376000874482,0.3339315979561462,0.1750092353158476,0.2587119812830931,True,27.431766312021782,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.975186846038864,True,True
000596.SZ,cn_stock,C,v1,2020-03-20,866,7.142201834862386,0,0.3968253968253968,-0.2502264903062148,1.018583256669733,0.5333700835489636,0.2655872402126629,0.4554132431126148,False,18.58430418396394,0.9748677248677248,2020,high,0.9431216931216932,high,2020-03-20,2020-02-28,0.9506726457399103,True,True
600276.SS,cn_stock,C,v1,2020-03-23,867,2.246413502109706,0,0.6613756613756614,-0.07021570290542,0.5617654540829304,0.397223563670864,0.1614824619457313,0.3665015114386394,True,22.009351612615426,0.9907407407407408,2020,high,0.966931216931217,high,2020-03-23,2020-02-28,0.8819133034379671,True,True
300308.SZ,cn_stock,C,v1,2020-03-24,839,5.871179039301308,0,0.9708994708994708,-0.2467001110243019,0.7072218382861091,0.4209455491966836,0.1537432790196238,0.1588471301072627,False,24.07830810451609,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.8998505231689088,True,True
603799.SS,cn_stock,C,v1,2020-03-24,856,10.554371002132212,0,0.7817460317460317,-0.3527878121564316,0.451104707012488,0.7205607381966584,0.1135216462822754,0.3539603960396038,False,31.58875608040054,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.9312406576980568,True,True
603259.SS,cn_stock,C,v1,2020-03-24,458,4.449891067538129,0,0.8018223234624146,-0.2385452148115592,0.7858121701606555,0.3664002196301129,0.1632034632034633,0.4193980622552051,True,32.209429643422624,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.8837070254110613,True,True
601600.SS,cn_stock,C,v1,2020-03-24,759,6.799999999999961,0,0.4810810810810811,-0.0686868686868686,-0.3230974632843791,0.360830404827575,-0.0216919739696312,-0.052060737527115,False,20.359915496359942,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.13542600896860987,False,False
002460.SZ,cn_stock,C,v1,2020-03-24,867,8.667673716012079,0,0.9232804232804231,-0.3773971925662316,1.2424354017062544,0.59833486269571,0.0972492358988608,0.4675108164966457,False,34.724448930003334,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.9258594917787742,True,True
300661.SZ,cn_stock,C,v1,2020-03-24,673,4.366659326139613,0,0.845565749235474,-0.2817660550458715,4.311443661971832,0.6160785538888123,0.1391619716703542,0.598549303163705,True,26.149571952608543,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.9973094170403587,True,True
002475.SZ,cn_stock,C,v1,2020-03-24,867,10.064599483204152,0,0.9272486772486772,-0.3162296504747127,2.261675824175824,0.440732393669879,0.190545790222701,0.7763375514442863,True,33.383674542417836,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.9946188340807175,True,True
000831.SZ,cn_stock,C,v1,2020-03-24,867,7.137931034482737,0,0.7235449735449735,-0.1789407427389623,-0.0290573455260233,0.3453649153782648,0.1029460081042601,0.2332712736830575,False,29.0911078929342,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.7270553064275037,False,True
603993.SS,cn_stock,C,v1,2020-03-24,868,6.35714285714285,0,0.6534391534391535,-0.2909980962741365,-0.0864553314121037,0.6725851460440554,-0.0191791331031838,0.0958956655159186,False,26.507558828408843,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.4179372197309417,False,False
600111.SS,cn_stock,C,v1,2020-03-24,868,4.249999999999997,0,0.58994708994709,-0.1296212804328222,-0.1171118854045684,0.3054607861546424,0.0634550634550634,0.1230251230251231,False,32.68917482655591,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.5539611360239163,False,False
000661.SZ,cn_stock,A,early,2020-03-24,859,2.335714285714285,4,0.7023809523809523,0.0142032884373728,0.7115431219896395,0.4413737957551489,0.2390778922753409,0.7023131222351167,False,18.6026741402243,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.9808669656203288,True,True
002466.SZ,cn_stock,C,v1,2020-03-24,842,15.87368421052633,0,0.958994708994709,-0.5020561521848467,0.1569875364624768,0.7342015178122643,-0.1122927930604241,0.2043847662052167,True,29.283143705871744,0.9933862433862434,2020,high,0.984126984126984,high,2020-03-24,2020-02-28,0.6490284005979073,False,False
300223.SZ,cn_stock,C,v1,2020-03-25,704,2.179671457905546,0,0.8554744525547445,-0.2837356549267906,4.197944423296536,0.5601352059319153,-0.0259668508287291,0.1478453038674032,False,23.566670211373456,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.9985052316890882,True,True
300474.SZ,cn_stock,C,v1,2020-03-25,862,0.7333333333333343,0,0.843915343915344,-0.1999702172016934,0.5218427572364914,0.3593777292025136,-0.0533677240939186,0.1283271731326614,False,24.128891553384673,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.9234678624813154,True,True
300122.SZ,cn_stock,A,early,2020-03-25,869,0.4025365315687904,4,0.3478835978835979,0.1207297297297296,0.3397925033467204,0.4516726188031165,0.2315093930113103,0.5977283140810765,False,19.37577882019977,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.8532137518684604,True,True
300124.SZ,cn_stock,C,v1,2020-03-25,858,3.104465709728868,0,0.8082010582010583,-0.2050755219902266,0.2552260256075254,0.2929151351981428,0.2403073698917219,0.5043660495983235,True,30.565687813476192,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.634678624813154,False,False
600588.SS,cn_stock,C,v1,2020-03-25,867,0.662214306916,0,0.9973544973544972,-0.0717596616258184,0.7859725971578466,0.5192100551037974,0.0460971879779035,0.3170937236665523,False,24.17291815122787,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.8825112107623319,True,True
002384.SZ,cn_stock,C,v1,2020-03-25,799,3.4007936507936516,0,0.98015873015873,-0.3035026882575636,1.276824034334764,0.5212900328364339,-0.004567670031517,0.3183666011967294,False,27.552698157346008,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.976083707025411,True,True
600660.SS,cn_stock,C,v1,2020-03-25,869,1.8528301886792444,0,1.0,-0.2565916398713826,0.1194968553459119,0.5158809217063679,-0.1366782006920415,0.0458477508650518,True,45.141824951145985,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.4101644245142003,False,False
000725.SZ,cn_stock,C,v1,2020-03-25,869,7.499999999999993,0,0.8690476190476191,-0.2723334021043945,0.5715131773763698,0.3739220349250647,-0.0793875815140346,0.1559398922597108,False,26.839885545187087,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.7476831091180867,False,True
600703.SS,cn_stock,C,v1,2020-03-25,868,6.012500000000009,0,0.9537037037037036,-0.2272157115722324,1.1264808600972405,0.4789715308486698,-0.078838751565181,0.1071279506562168,False,22.439707765582337,0.9986772486772488,2020,high,0.9867724867724867,high,2020-03-25,2020-02-28,0.9369207772795217,True,True
002410.SZ,cn_stock,A,early,2020-03-26,870,1.327721221613156,1,0.9523809523809524,-0.0039033517210231,0.5341810729861804,0.4384654242625672,0.0861778612604444,0.5842995012630352,False,21.205728487799373,0.996031746031746,2020,high,0.9854497354497356,high,2020-03-26,2020-02-28,0.8526158445440957,True,True
002179.SZ,cn_stock,C,v1,2020-03-27,871,2.3900126422250323,0,0.533068783068783,-0.1255104233827637,0.2891622032665475,0.3417735501926185,-0.0070656180879822,0.0807323666748587,False,29.228934874490623,0.9722222222222222,2020,high,0.9193121693121692,high,2020-03-27,2020-02-28,0.7276532137518684,False,True
600584.SS,cn_stock,C,v1,2020-04-01,861,21.867647058823422,0,0.902116402116402,-0.2291584354010272,0.9752438109527382,0.5168855876270089,0.2501281394156842,0.7011788826242951,False,28.298208974579296,0.9642857142857144,2020,high,0.8862433862433863,high,2020-04-01,2020-03-31,0.959378733572282,True,True
002747.SZ,cn_stock,C,v1,2020-04-02,827,4.96666666666667,0,0.6970899470899471,-0.2030753802440247,0.0519921386457029,0.4341376993632333,0.0912332214765101,0.3355704697986579,False,31.030167840572215,0.9708994708994708,2020,high,0.8783068783068783,high,2020-04-02,2020-03-31,0.6514336917562724,False,False
002371.SZ,cn_stock,C,v1,2020-04-02,875,1.599580293794346,0,0.9497354497354498,-0.0742657484302208,0.9201271486708108,0.6419209636982243,0.2748804796131587,0.4305797149014845,False,25.61872953289627,0.9708994708994708,2020,high,0.8783068783068783,high,2020-04-02,2020-03-31,0.9680406212664278,True,True
600460.SS,cn_stock,C,v1,2020-04-02,801,1.3551401869158868,0,0.6587301587301587,-0.1332638043919115,0.1397443539307239,0.4286405389489764,-0.0354301758138912,-0.0006684938832809,False,23.61585259091032,0.9708994708994708,2020,high,0.8783068783068783,high,2020-04-02,2020-03-31,0.752389486260454,False,True
002049.SZ,cn_stock,C,v1,2020-04-02,760,0.4899036255162934,1,0.9095816464237516,-0.0738602868932993,0.4752695221445222,0.4114670549765466,0.1636652963797904,0.9761835300358044,False,19.648397626359976,0.9708994708994708,2020,high,0.8783068783068783,high,2020-04-02,2020-03-31,0.8894862604540024,True,True
002230.SZ,cn_stock,C,v1,2020-04-02,875,0.9370629370629396,0,0.5291005291005291,-0.1747535831627066,0.1800900450225113,0.3425701423190037,-0.046160060008078,0.079914603888985,False,24.374286862266352,0.9708994708994708,2020,high,0.8783068783068783,high,2020-04-02,2020-03-31,0.6983273596176822,False,False
002415.SZ,cn_stock,C,v2,2020-04-02,873,2.7942028985507266,1,0.8941798941798942,-0.1923851732473811,-0.0017132675438596,0.3059860712483157,0.0727529724785898,0.1509104514841608,False,38.34391957098253,0.9708994708994708,2020,high,0.8783068783068783,high,2020-04-02,2020-03-31,0.6155913978494624,False,False
600362.SS,cn_stock,C,v2,2020-04-07,877,1.5849056603773577,1,0.7579365079365079,-0.0719838756118629,-0.0760199341160571,0.3177593589625457,-0.0175819629744544,0.2306339849001963,False,29.557454257311935,0.9629629629629628,2020,high,0.8822751322751323,high,2020-04-07,2020-03-31,0.4910394265232975,False,False
000596.SZ,cn_stock,C,v2,2020-04-07,877,0.0773036487322201,1,0.5105820105820106,-0.0870513583184612,0.4621733149931224,0.4982634877635774,0.2721546481320591,0.6050173761946134,False,15.92127624925966,0.9629629629629628,2020,high,0.8822751322751323,high,2020-04-07,2020-03-31,0.8154121863799283,True,True
601899.SS,cn_stock,C,v2,2020-04-07,873,0.6571428571428575,1,0.9947089947089948,-0.0607734806629834,0.7881355932203389,0.9061529355878708,0.0235294117647058,0.6823529411764706,False,24.27012841476544,0.9629629629629628,2020,high,0.8822751322751323,high,2020-04-07,2020-03-31,0.7977897252090801,False,True
300750.SZ,cn_stock,C,v2,2020-04-07,61,1.2127251119846418,1,,-0.0934196871276472,,0.7414219952224821,0.2282237720730078,0.8373433955864584,False,27.88980633373423,0.9629629629629628,2020,high,0.8822751322751323,high,2020-04-07,2020-03-31,0.9160692951015532,True,True
300059.SZ,cn_stock,A,early,2020-04-07,877,0.7992957746478858,1,0.8029100529100529,-0.0708528810297125,0.2370473537604456,0.3730225797479157,0.1017607457276021,0.7215173485240809,False,15.36487229254393,0.9629629629629628,2020,high,0.8822751322751323,high,2020-04-07,2020-03-31,0.7114695340501792,False,True
300347.SZ,cn_stock,C,v2,2020-04-07,872,0.3644444444444435,1,0.705026455026455,-0.098759822526327,1.014877236787349,0.3580791750696188,0.115068655654082,0.4090868649722707,True,27.52245502851696,0.9629629629629628,2020,high,0.8822751322751323,high,2020-04-07,2020-03-31,0.9501194743130227,True,True
002185.SZ,cn_stock,C,v2,2020-04-08,872,1.1061452513966488,1,0.9523809523809524,-0.1172360248447206,1.3606623586429722,0.6114487580422115,0.1477572559366755,0.3337730870712401,True,19.03380581652855,0.9285714285714286,2020,high,0.8333333333333334,high,2020-04-08,2020-03-31,0.98805256869773,True,True
300136.SZ,cn_stock,C,v2,2020-04-08,878,3.964059196617338,1,0.902116402116402,-0.1683282291870289,0.58962007895404,0.3772805826574483,0.1183045624298138,0.4653835104854926,True,28.571527923742032,0.9285714285714286,2020,high,0.8333333333333334,high,2020-04-08,2020-03-31,0.9268219832735962,True,True
300308.SZ,cn_stock,C,v2,2020-04-08,849,0.132948854150857,1,0.7711640211640212,-0.1581223242906008,0.7594957366080537,0.4165579405974985,0.153297728260036,0.1673268085758821,False,19.34246864458189,0.9285714285714286,2020,high,0.8333333333333334,high,2020-04-08,2020-03-31,0.9184587813620072,True,True
002281.SZ,cn_stock,A,early,2020-04-09,879,1.5752688172042983,1,0.8716931216931217,-0.0387230268992017,0.1814764183185235,0.4809046069902,-0.0713407134071342,0.0633456334563344,False,16.42544250661751,0.925925925925926,2020,high,0.8333333333333334,high,2020-04-09,2020-03-31,0.5707885304659498,False,False
300502.SZ,cn_stock,C,v3,2020-04-09,879,0.3886220908755079,4,0.5,0.0082594331420622,2.313169164882227,0.6779218802475712,0.1048547038027076,0.4245063378459948,False,18.82099830356938,0.925925925925926,2020,high,0.8333333333333334,high,2020-04-09,2020-03-31,0.9874551971326165,True,True
603799.SS,cn_stock,C,v2,2020-04-09,867,2.3953634085213036,1,0.8029100529100529,-0.1616665444142887,0.4130381544791104,0.635339745633694,0.0892029048910665,0.3994662700148743,True,30.4238666465822,0.925925925925926,2020,high,0.8333333333333334,high,2020-04-09,2020-03-31,0.779868578255675,False,True
300124.SZ,cn_stock,C,v3,2020-04-10,869,0.4962209302325571,2,0.8796296296296297,0.0172615745021886,0.1087461043697368,0.3338240496361676,0.2884673656142051,0.8193442821647172,False,21.38249468717522,0.9232804232804231,2020,high,0.8452380952380952,high,2020-04-10,2020-03-31,0.695041816009558,False,False
600111.SS,cn_stock,C,v3,2020-04-13,881,0.1999999999999978,2,0.5013227513227513,0.0160256410256411,-0.1934786878805736,0.3388403543906536,0.0266925503518562,0.4659063334142197,True,19.54922299843455,0.925925925925926,2020,high,0.8478835978835979,high,2020-04-13,2020-03-31,0.2861409796893668,False,False
000831.SZ,cn_stock,C,v3,2020-04-13,880,0.722627737226277,2,0.6124338624338624,0.0313099686900313,-0.2123866366948299,0.3942556557934714,-0.000979336010185,0.3927137400842229,True,20.6831920235453,0.925925925925926,2020,high,0.8478835978835979,high,2020-04-13,2020-03-31,0.2661290322580645,False,False
