,equity
2008-11-07,3.106281
2008-11-14,3.106281
2008-11-21,3.106281
2008-12-01,3.106281
2008-12-08,3.106281
2008-12-15,3.106281
2008-12-22,3.106281
2008-12-30,3.106281
2009-01-07,3.106281
2009-01-14,3.106281
2009-01-22,3.106281
2009-01-29,3.106281
2009-02-05,3.106281
2009-02-12,3.106281
2009-02-20,3.106281
2009-02-27,3.106281
2009-03-06,3.106281
2009-03-13,3.106281
2009-03-20,3.106281
2009-03-27,3.106281
2009-04-03,3.106281
2009-04-13,3.106281
2009-04-20,3.106281
2009-04-27,3.106281
2009-05-04,3.106281
2009-05-11,3.106281
2009-05-18,3.106281
2009-05-26,3.106281
2009-06-02,3.106823
2009-06-09,3.105473
2009-06-16,3.054795
2009-06-23,3.040382
2009-06-30,3.05343
2009-07-08,2.946358
2009-07-15,3.008792
2009-07-22,3.053026
2009-07-29,3.100196
2009-08-05,3.165241
2009-08-12,3.174556
2009-08-19,3.142605
2009-08-26,3.234011
2009-09-02,3.136742
2009-09-10,3.267091
2009-09-17,3.328475
2009-09-24,3.282523
2009-10-01,3.218288
2009-10-08,3.320219
2009-10-15,3.409394
2009-10-22,3.398264
2009-10-29,3.322664
2009-11-05,3.316078
2009-11-12,3.363048
2009-11-19,3.380506
2009-11-27,3.370752
2009-12-04,3.408951
2009-12-11,3.410224
2009-12-18,3.398561
2009-12-28,3.473485
2010-01-05,3.499357
2010-01-12,3.498469
2010-01-20,3.503857
2010-01-27,3.383849
2010-02-03,3.381253
2010-02-10,3.299973
2010-02-18,3.38921
2010-02-25,3.378251
2010-03-04,3.430155
2010-03-11,3.508303
2010-03-18,3.555853
2010-03-25,3.555548
2010-04-01,3.593278
2010-04-09,3.642902
2010-04-16,3.63607
2010-04-23,3.712779
2010-04-30,3.619477
2010-05-07,3.421856
2010-05-14,3.485893
2010-05-21,3.368729
2010-05-28,3.368729
2010-06-07,3.368729
2010-06-14,3.368729
2010-06-21,3.363584
2010-06-28,3.351884
2010-07-06,3.351884
2010-07-13,3.351884
2010-07-20,3.351884
2010-07-27,3.343133
2010-08-03,3.326413
2010-08-10,3.313031
2010-08-17,3.270203
2010-08-24,3.270203
2010-08-31,3.270203
2010-09-08,3.270203
2010-09-15,3.272511
2010-09-22,3.29155
2010-09-29,3.286276
2010-10-06,3.330043
2010-10-13,3.382091
2010-10-20,3.382292
2010-10-27,3.394579
2010-11-03,3.439105
2010-11-10,3.498674
2010-11-17,3.383498
2010-11-24,3.440225
2010-12-02,3.501776
2010-12-09,3.531728
2010-12-16,3.558299
2010-12-23,3.598094
2010-12-31,3.600585
2011-01-07,3.640266
2011-01-14,3.702507
2011-01-24,3.695635
2011-01-31,3.682122
2011-02-07,3.7764
2011-02-14,3.814391
2011-02-22,3.766064
2011-03-01,3.739983
2011-03-08,3.78433
2011-03-15,3.669955
2011-03-22,3.696003
2011-03-29,3.758986
2011-04-05,3.792958
2011-04-12,3.741917
2011-04-19,3.737661
2011-04-27,3.8566
2011-05-04,3.833553
2011-05-11,3.819072
2011-05-18,3.815204
2011-05-25,3.759354
2011-06-02,3.738545
2011-06-09,3.672388
2011-06-16,3.607342
2011-06-23,3.642822
2011-06-30,3.741402
2011-07-08,3.807015
2011-07-15,3.730024
2011-07-22,3.765165
2011-07-29,3.643514
2011-08-05,3.637025
2011-08-12,3.637025
2011-08-19,3.637025
2011-08-26,3.637025
2011-09-02,3.637025
2011-09-12,3.637025
2011-09-19,3.637025
2011-09-26,3.637025
2011-10-03,3.637025
2011-10-10,3.637025
2011-10-17,3.637025
2011-10-24,3.637025
2011-10-31,3.620907
2011-11-07,3.619125
2011-11-14,3.592497
2011-11-21,3.592497
2011-11-29,3.592497
2011-12-06,3.592497
2011-12-13,3.592497
2011-12-20,3.592497
2011-12-28,3.582565
2012-01-05,3.57882
2012-01-12,3.5936
2012-01-20,3.649451
2012-01-27,3.652086
2012-02-03,3.731352
2012-02-10,3.725082
2012-02-17,3.776659
2012-02-27,3.794304
2012-03-05,3.78526
2012-03-12,3.804015
2012-03-19,3.911275
2012-03-26,3.93003
2012-04-02,3.93705
2012-04-10,3.769334
2012-04-17,3.858644
2012-04-24,3.806457
2012-05-01,3.900371
2012-05-08,3.783567
2012-05-15,3.691844
2012-05-22,3.628415
2012-05-30,3.619293
2012-06-06,3.581168
2012-06-13,3.550423
2012-06-20,3.600231
2012-06-27,3.536286
2012-07-05,3.568032
2012-07-12,3.501286
2012-07-19,3.543827
2012-07-26,3.487362
2012-08-02,3.469525
2012-08-09,3.5194
2012-08-16,3.550476
2012-08-23,3.517639
2012-08-30,3.511282
2012-09-07,3.60527
2012-09-14,3.673366
2012-09-21,3.659624
2012-09-28,3.611994
2012-10-05,3.661531
2012-10-12,3.582458
2012-10-19,3.593705
2012-10-26,3.536123
2012-11-06,3.574583
2012-11-13,3.47135
2012-11-20,3.471027
2012-11-28,3.468563
2012-12-05,3.464896
2012-12-12,3.511902
2012-12-19,3.529923
2012-12-27,3.486383
2013-01-04,3.6053
2013-01-11,3.619019
2013-01-18,3.653265
2013-01-28,3.688176
2013-02-04,3.677186
2013-02-11,3.729552
2013-02-19,3.763799
2013-02-26,3.68021
2013-03-05,3.785557
2013-03-12,3.816755
2013-03-19,3.806577
2013-03-26,3.844511
2013-04-03,3.81973
2013-04-10,3.903417
2013-04-17,3.815599
2013-04-24,3.881438
2013-05-01,3.89105
2013-05-08,4.01395
2013-05-15,4.078092
2013-05-22,4.06966
2013-05-30,4.067349
2013-06-06,3.989046
2013-06-13,4.022973
2013-06-20,3.904547
2013-06-27,3.9585
2013-07-05,3.999279
2013-07-12,4.107799
2013-07-19,4.13638
2013-07-26,4.135316
2013-08-02,4.178894
2013-08-09,4.13476
2013-08-16,4.048691
2013-08-23,4.06724
2013-08-30,3.993408
2013-09-09,4.087094
2013-09-16,4.149705
2013-09-23,4.159959
2013-09-30,4.110891
2013-10-07,4.097759
2013-10-14,4.180031
2013-10-21,4.263512
2013-10-28,4.305712
2013-11-04,4.319786
2013-11-11,4.329363
2013-11-18,4.376859
2013-11-25,4.40334
2013-12-03,4.385613
2013-12-10,4.403678
2013-12-17,4.351394
2013-12-24,4.477921
2014-01-02,4.47468
2014-01-09,4.489553
2014-01-16,4.508319
2014-01-24,4.37386
2014-01-31,4.355239
2014-02-07,4.390136
2014-02-14,4.481528
2014-02-24,4.501368
2014-03-03,4.496347
2014-03-10,4.572938
2014-03-17,4.52826
2014-03-24,4.524873
2014-03-31,4.561171
2014-04-07,4.494666
2014-04-14,4.459514
2014-04-22,4.578735
2014-04-29,4.575763
2014-05-06,4.549916
2014-05-13,4.622341
2014-05-20,4.562365
2014-05-28,4.652378
2014-06-04,4.696471
2014-06-11,4.735473
2014-06-18,4.767361
2014-06-25,4.773573
2014-07-02,4.810334
2014-07-10,4.786119
2014-07-17,4.770138
2014-07-24,4.84288
2014-07-31,4.703268
2014-08-07,4.651866
2014-08-14,4.720112
2014-08-21,4.809895
2014-08-28,4.820445
2014-09-05,4.846928
2014-09-12,4.793406
2014-09-19,4.853422
2014-09-26,4.757881
2014-10-03,4.687647
2014-10-10,4.617927
2014-10-17,4.615891
2014-10-24,4.629963
2014-10-31,4.730692
2014-11-07,4.757695
2014-11-14,4.776193
2014-11-21,4.831639
2014-12-01,4.808084
2014-12-08,4.82417
2014-12-15,4.658674
2014-12-22,4.865526
2014-12-30,4.869551
2015-01-07,4.747499
2015-01-14,4.726256
2015-01-22,4.84451
2015-01-29,4.742168
2015-02-05,4.82381
2015-02-12,4.883415
2015-02-20,4.932059
2015-02-27,4.919129
2015-03-06,4.845025
2015-03-13,4.805209
2015-03-20,4.927155
2015-03-27,4.822197
2015-04-06,4.865892
2015-04-13,4.89222
2015-04-20,4.909988
2015-04-27,4.928982
2015-05-04,4.9414
2015-05-11,4.920979
2015-05-18,4.974193
2015-05-26,4.91846
2015-06-02,4.930499
2015-06-09,4.860416
2015-06-16,4.834631
2015-06-23,4.894161
2015-06-30,4.747171
2015-07-08,4.733797
2015-07-15,4.754949
2015-07-22,4.754444
2015-07-29,4.750025
2015-08-05,4.74311
2015-08-12,4.732188
2015-08-19,4.711661
2015-08-26,4.673719
2015-09-02,4.673719
2015-09-10,4.673719
2015-09-17,4.673719
2015-09-24,4.673719
2015-10-01,4.673719
2015-10-08,4.673719
2015-10-15,4.673719
2015-10-22,4.673719
2015-10-29,4.672905
2015-11-05,4.681226
2015-11-12,4.638545
2015-11-19,4.63228
2015-11-27,4.639255
2015-12-04,4.607061
2015-12-11,4.58192
2015-12-18,4.555489
2015-12-28,4.549256
2016-01-05,4.522688
2016-01-12,4.522688
2016-01-20,4.522688
2016-01-27,4.522688
2016-02-03,4.522688
2016-02-10,4.522688
2016-02-18,4.522688
2016-02-25,4.522688
2016-03-03,4.522688
2016-03-10,4.522688
2016-03-17,4.525332
2016-03-24,4.521671
2016-04-01,4.560473
2016-04-08,4.468847
2016-04-15,4.512211
2016-04-22,4.53574
2016-04-29,4.47875
2016-05-06,4.461054
2016-05-13,4.438219
2016-05-20,4.450602
2016-05-27,4.551961
2016-06-06,4.574405
2016-06-13,4.508589
2016-06-20,4.517676
2016-06-27,4.379067
2016-07-05,4.424312
2016-07-12,4.528813
2016-07-19,4.54693
2016-07-26,4.554254
2016-08-02,4.528745
2016-08-09,4.580625
2016-08-16,4.573087
2016-08-23,4.591458
2016-08-30,4.568826
2016-09-07,4.589904
2016-09-14,4.463114
2016-09-21,4.541532
2016-09-28,4.558853
2016-10-05,4.534414
2016-10-12,4.491269
2016-10-19,4.501997
2016-10-26,4.491793
2016-11-02,4.416468
2016-11-09,4.50454
2016-11-16,4.507249
2016-11-23,4.564766
2016-12-01,4.536525
2016-12-08,4.622662
2016-12-15,4.655261
2016-12-22,4.653059
2016-12-30,4.607515
2017-01-09,4.669399
2017-01-17,4.66732
2017-01-24,4.692387
2017-01-31,4.689918
2017-02-07,4.719162
2017-02-14,4.810743
2017-02-22,4.862687
2017-03-01,4.930889
2017-03-08,4.863016
2017-03-15,4.908868
2017-03-22,4.833113
2017-03-29,4.859208
2017-04-05,4.842374
2017-04-12,4.825869
2017-04-20,4.848322
2017-04-27,4.916092
2017-05-04,4.917635
2017-05-11,4.927761
2017-05-18,4.868655
2017-05-25,4.970217
2017-06-02,5.019609
2017-06-09,5.004586
2017-06-16,5.007426
2017-06-23,5.018025
2017-06-30,4.987381
2017-07-10,4.995654
2017-07-17,5.060913
2017-07-24,5.083078
2017-07-31,5.083881
2017-08-07,5.105716
2017-08-14,5.074702
2017-08-21,4.997589
2017-08-28,5.030249
2017-09-05,5.058259
2017-09-12,5.137759
2017-09-19,5.158689
2017-09-26,5.1385
2017-10-03,5.216169
2017-10-10,5.24922
2017-10-17,5.267167
2017-10-24,5.287273
2017-10-31,5.299889
2017-11-07,5.33154
2017-11-14,5.307318
2017-11-21,5.348807
2017-11-29,5.404456
2017-12-06,5.411041
2017-12-13,5.480149
2017-12-20,5.5139
2017-12-28,5.530961
2018-01-05,5.645406
2018-01-12,5.734086
2018-01-22,5.830256
2018-01-29,5.872569
2018-02-05,5.451522
2018-02-12,5.380587
2018-02-20,5.459671
2018-02-27,5.493934
2018-03-06,5.474174
2018-03-13,5.514351
2018-03-20,5.421924
2018-03-27,5.263301
2018-04-04,5.278087
2018-04-11,5.276838
2018-04-18,5.319777
2018-04-25,5.274506
2018-05-02,5.271246
2018-05-09,5.313468
2018-05-16,5.330236
2018-05-23,5.337597
2018-05-31,5.318552
2018-06-07,5.353661
2018-06-14,5.377083
2018-06-21,5.335329
2018-06-28,5.31249
2018-07-06,5.342198
2018-07-13,5.367681
2018-07-20,5.352849
2018-07-27,5.333813
2018-08-03,5.374552
2018-08-10,5.361174
2018-08-17,5.393057
2018-08-24,5.43953
2018-08-31,5.490299
2018-09-10,5.444147
2018-09-17,5.46623
2018-09-24,5.524075
2018-10-01,5.533952
2018-10-08,5.457961
2018-10-15,5.24495
2018-10-22,5.221685
2018-10-29,5.221685
2018-11-05,5.221685
2018-11-12,5.186364
2018-11-19,5.186807
2018-11-27,5.186807
2018-12-04,5.142918
2018-12-12,5.122662
2018-12-19,5.122662
2018-12-27,5.122662
2019-01-04,5.122662
2019-01-11,5.122662
2019-01-18,5.122662
2019-01-28,5.122662
2019-02-04,5.122662
2019-02-11,5.122662
2019-02-19,5.149441
2019-02-26,5.175635
2019-03-05,5.167762
2019-03-12,5.097324
2019-03-19,5.132153
2019-03-26,5.041869
2019-04-02,5.09082
2019-04-09,5.11028
2019-04-16,5.161521
2019-04-24,5.197369
2019-05-01,5.191119
2019-05-08,5.112446
2019-05-15,5.055071
2019-05-22,5.064487
2019-05-30,4.99165
2019-06-06,4.992606
2019-06-13,5.073075
2019-06-20,5.182795
2019-06-27,5.131461
2019-07-05,5.246357
2019-07-12,5.287339
2019-07-19,5.222146
2019-07-26,5.30855
2019-08-02,5.14397
2019-08-09,5.117773
2019-08-16,5.002303
2019-08-23,4.931567
2019-08-30,4.976764
2019-09-09,5.002298
2019-09-16,5.020509
2019-09-23,5.010241
2019-09-30,4.985253
2019-10-07,4.853083
2019-10-14,4.833598
2019-10-21,4.89971
2019-10-28,4.952997
2019-11-04,5.016307
2019-11-11,5.03055
2019-11-18,5.087618
2019-11-25,5.106537
2019-12-03,5.040637
2019-12-10,5.104712
2019-12-17,5.202487
2019-12-24,5.252776
2020-01-02,5.308948
2020-01-09,5.336407
2020-01-16,5.405029
2020-01-24,5.370253
2020-01-31,5.256264
2020-02-07,5.422791
2020-02-14,5.508263
2020-02-24,5.256866
2020-03-02,5.044172
2020-03-09,5.012185
2020-03-16,5.012185
2020-03-23,5.012185
2020-03-30,5.012185
2020-04-06,5.012185
2020-04-14,5.012185
2020-04-21,5.012185
2020-04-28,5.012185
2020-05-05,5.012185
2020-05-12,5.012185
2020-05-19,5.012185
2020-05-27,5.012185
2020-06-03,5.012185
2020-06-10,5.040324
2020-06-17,4.992783
2020-06-24,4.992783
2020-07-01,4.992783
2020-07-09,4.992783
2020-07-16,4.994482
2020-07-23,5.003014
2020-07-30,5.008554
2020-08-06,5.064841
2020-08-13,5.077792
2020-08-20,5.075717
2020-08-27,5.128199
2020-09-03,5.058182
2020-09-11,4.930068
2020-09-18,4.865704
2020-09-25,4.834023
2020-10-02,4.854798
2020-10-09,4.98402
2020-10-16,4.991498
2020-10-23,4.974405
2020-10-30,4.729245
2020-11-06,4.926783
2020-11-13,4.996284
2020-11-20,4.970939
2020-11-30,5.023573
2020-12-07,5.113927
2020-12-14,5.052329
2020-12-21,5.118027
2020-12-29,5.162518
2021-01-06,5.191744
2021-01-13,5.277209
2021-01-21,5.337089
2021-01-28,5.246098
2021-02-04,5.341921
2021-02-11,5.397249
2021-02-19,5.383593
2021-02-26,5.256596
2021-03-05,5.297515
2021-03-12,5.415923
2021-03-19,5.382293
2021-03-26,5.456148
2021-04-05,5.592122
2021-04-12,5.657673
2021-04-19,5.703838
2021-04-26,5.735724
2021-05-03,5.742321
2021-05-10,5.736784
2021-05-17,5.703878
2021-05-24,5.748067
2021-06-01,5.754599
2021-06-08,5.787609
2021-06-15,5.812911
2021-06-22,5.812715
2021-06-29,5.872088
2021-07-07,5.958909
2021-07-14,5.980074
2021-07-21,5.959642
2021-07-28,6.014551
2021-08-04,6.017196
2021-08-11,6.069225
2021-08-18,6.014067
2021-08-25,6.139619
2021-09-01,6.176138
2021-09-09,6.13581
2021-09-16,6.110247
2021-09-23,6.077825
2021-09-30,5.89269
2021-10-07,5.982465
2021-10-14,6.034814
2021-10-21,6.179521
2021-10-28,6.242868
2021-11-04,6.356468
2021-11-11,6.314649
2021-11-18,6.389717
2021-11-26,6.240424
2021-12-03,6.21662
2021-12-10,6.359965
2021-12-17,6.261091
2021-12-27,6.384726
2022-01-03,6.39092
2022-01-10,6.239322
2022-01-18,6.118862
2022-01-25,6.02268
2022-02-01,6.031153
2022-02-08,6.014053
2022-02-15,5.964743
2022-02-23,5.938687
2022-03-02,5.938687
2022-03-09,5.938687
2022-03-16,5.938687
2022-03-23,5.927232
2022-03-30,5.950927
2022-04-06,5.912947
2022-04-13,5.912947
2022-04-21,5.912947
2022-04-28,5.912947
2022-05-05,5.912947
2022-05-12,5.912947
2022-05-19,5.912947
2022-05-26,5.912947
2022-06-03,5.912947
2022-06-10,5.912947
2022-06-17,5.912947
2022-06-27,5.912947
2022-07-05,5.912947
2022-07-12,5.912947
2022-07-19,5.912947
2022-07-26,5.912947
2022-08-02,5.912947
2022-08-09,5.912947
2022-08-16,5.912947
2022-08-23,5.912947
2022-08-30,5.912947
2022-09-07,5.912947
2022-09-14,5.912947
2022-09-21,5.912947
2022-09-28,5.912947
2022-10-05,5.912947
2022-10-12,5.912947
2022-10-19,5.912947
2022-10-26,5.912947
2022-11-02,5.912947
2022-11-09,5.912947
2022-11-16,5.912947
2022-11-23,5.912947
2022-12-01,5.90901
2022-12-08,5.887056
2022-12-15,5.887056
2022-12-22,5.887056
2022-12-30,5.887056
2023-01-09,5.887056
2023-01-17,5.872796
2023-01-24,5.783621
2023-01-31,5.811542
2023-02-07,5.927089
2023-02-14,5.889679
2023-02-22,5.701588
2023-03-01,5.68357
2023-03-08,5.685364
2023-03-15,5.643829
2023-03-22,5.643829
2023-03-29,5.643829
2023-04-05,5.659578
2023-04-13,5.684626
2023-04-20,5.676617
2023-04-27,5.648052
2023-05-04,5.62131
2023-05-11,5.617815
2023-05-18,5.619635
2023-05-25,5.582042
2023-06-02,5.582042
2023-06-09,5.587378
2023-06-16,5.609282
2023-06-26,5.545045
2023-07-03,5.625364
2023-07-11,5.604747
2023-07-18,5.750848
2023-07-25,5.766605
2023-08-01,5.778309
2023-08-08,5.680651
2023-08-15,5.602979
2023-08-22,5.573595
2023-08-29,5.6227
2023-09-06,5.608359
2023-09-13,5.609233
2023-09-20,5.580131
2023-09-27,5.551197
2023-10-04,5.551197
2023-10-11,5.551197
2023-10-18,5.551197
2023-10-25,5.551197
2023-11-01,5.551197
2023-11-08,5.551197
2023-11-15,5.548559
2023-11-22,5.569021
2023-11-30,5.573278
2023-12-07,5.594009
2023-12-14,5.757428
2023-12-21,5.79061
2023-12-29,5.818766
2024-01-08,5.811092
2024-01-16,5.814069
2024-01-23,5.934376
2024-01-30,6.008023
2024-02-06,6.043717
2024-02-13,6.042424
2024-02-21,6.07735
2024-02-28,6.184653
2024-03-06,6.22735
2024-03-13,6.301216
2024-03-20,6.373569
2024-03-27,6.402688
2024-04-04,6.279135
2024-04-11,6.342388
2024-04-18,6.113118
2024-04-25,6.15862
2024-05-02,6.177871
2024-05-09,6.360711
2024-05-16,6.461988
2024-05-23,6.426293
2024-05-31,6.438089
2024-06-07,6.522849
2024-06-14,6.626066
2024-06-24,6.645914
2024-07-01,6.679119
2024-07-09,6.803416
2024-07-16,6.913477
2024-07-23,6.777506
2024-07-30,6.63197
2024-08-06,6.35123
2024-08-13,6.443821
2024-08-20,6.579488
2024-08-27,6.603404
2024-09-04,6.502359
2024-09-11,6.53935
2024-09-18,6.612916
2024-09-25,6.733252
2024-10-02,6.718534
2024-10-09,6.813993
2024-10-16,6.872345
2024-10-23,6.820218
2024-10-30,6.839021
2024-11-06,6.972513
2024-11-13,7.037702
2024-11-20,6.958709
2024-11-27,7.053161
2024-12-05,7.141527
2024-12-12,7.113919
2024-12-19,6.930281
2024-12-27,6.973397
2025-01-06,6.975283
2025-01-14,6.920238
2025-01-22,7.013198
2025-01-29,6.998768
2025-02-05,6.908296
2025-02-12,6.904426
2025-02-20,6.9311
2025-02-27,6.826946
2025-03-06,6.769858
2025-03-13,6.717736
2025-03-20,6.717736
2025-03-27,6.717736
2025-04-03,6.717736
2025-04-10,6.717736
2025-04-17,6.717736
2025-04-25,6.717736
2025-05-02,6.717736
2025-05-09,6.717736
2025-05-16,6.745057
2025-05-23,6.699509
2025-06-02,6.712223
2025-06-09,6.707907
2025-06-16,6.705023
2025-06-24,6.700457
2025-07-01,6.741745
2025-07-09,6.740968
2025-07-16,6.732048
2025-07-23,6.785876
2025-07-30,6.790134
2025-08-06,6.823223
2025-08-13,6.869042
2025-08-20,6.838036
2025-08-27,6.929577
2025-09-04,6.951687
2025-09-11,7.012749
2025-09-18,7.043404
2025-09-25,7.033168
2025-10-02,7.110592
2025-10-09,7.131515
2025-10-16,7.090913
2025-10-23,7.125238
2025-10-30,7.269822
2025-11-06,7.231706
2025-11-13,7.238121
2025-11-20,7.163874
2025-11-28,7.246294
2025-12-05,7.254428
2025-12-12,7.238018
2025-12-19,7.240725
2025-12-29,7.267918
2026-01-06,7.282835
2026-01-13,7.309339
2026-01-21,7.216845
2026-01-28,7.324337
2026-02-04,7.247958
2026-02-11,7.336475
2026-02-19,7.252367
2026-02-26,7.321788
2026-03-05,7.266012
2026-03-12,7.206562
2026-03-19,7.204342
2026-03-26,7.204342
2026-04-02,7.204342
2026-04-10,7.211649
2026-04-17,7.297184
2026-04-24,7.307979
2026-05-01,7.329498
2026-05-08,7.384853
2026-05-15,7.387991
2026-05-22,7.409296
2026-06-01,7.450774
2026-06-08,7.387083
2026-06-15,7.435798
2026-06-23,7.373878
2026-06-30,7.417786
2026-07-08,7.395644
2026-07-15,7.438811
2026-07-22,7.356186
2026-07-29,7.177108
2026-08-05,7.576766
2026-08-12,7.601242
2026-08-19,7.561492
2026-08-26,7.529826
