date,equity
2010-06-01,0.9995
2010-06-08,1.0225013819351625
2010-06-18,1.022589680603181
2010-06-25,1.0118416821884342
2010-07-02,0.9101335274935898
2010-07-09,0.9638825123452122
2010-07-16,0.9396128837511638
2010-07-23,0.9950761400245245
2010-07-30,0.9959802828883768
2010-08-06,1.0255758103007477
2010-08-13,1.0036623275578578
2010-08-20,0.9937990628982855
2010-08-27,0.988597520703699
2010-09-03,1.0165715515838867
2010-09-10,1.011960284486756
2010-09-17,1.028382855031035
2010-09-29,1.035473463479384
2010-10-13,1.0585318255513017
2010-10-20,1.062109224705506
2010-10-27,1.0719893246349854
2010-11-03,1.0799037368422382
2010-11-10,1.088098267830524
2010-11-17,1.0662788219942114
2010-11-24,1.0807476414484425
2010-12-01,1.0821622173644005
2010-12-08,1.094790119406111
2010-12-15,1.0964950980978716
2010-12-22,1.107819281808256
2010-12-29,1.1068768745478437
2011-01-06,1.1157839640822653
2011-01-13,1.1210117750944435
2011-01-20,1.1124443249754086
2011-01-27,1.1258483999267541
2011-02-10,1.150519852515737
2011-02-17,1.1727693103114538
2011-02-24,1.1537055680041823
2011-03-03,1.1665787279063022
2011-03-10,1.1461249265825695
2011-03-17,1.132346443646197
2011-03-24,1.1537851785439353
2011-03-31,1.1631852171837842
2011-04-11,1.1611938980941747
2011-04-18,1.1536358587572078
2011-04-25,1.1726358349028565
2011-05-03,1.1756391483568
2011-05-10,1.1848939802526748
2011-05-17,1.1551607430418216
2011-05-24,1.1399305081533997
2011-05-31,1.1540684769645586
2011-06-08,1.1205137403567853
2011-06-15,1.0998541978426382
2011-06-22,1.0834699994528751
2011-06-29,1.1288264059017574
2011-07-06,1.1870970977302517
2011-07-13,1.1918323806105633
2011-07-20,1.207538644261044
2011-07-27,1.1877019259940336
2011-08-03,1.19144795851593
2011-08-10,1.0891213913052664
2011-08-17,1.1461356365183761
2011-08-24,1.138744125402635
2011-08-31,1.15298781678828
2011-09-07,1.1326396232488447
2011-09-15,1.1306405928344099
2011-09-22,1.083243742328028
2011-09-29,1.0493925510762918
2011-10-13,1.1069270074067592
2011-10-20,1.0665682603965323
2011-10-27,1.1179539422912352
2011-11-03,1.1550304728301286
2011-11-10,1.151624721588933
2011-11-17,1.145788236581749
2011-11-24,1.0983650937086222
2011-12-01,1.1261796270916824
2011-12-08,1.0915458738732904
2011-12-15,1.0372456197894873
2011-12-22,1.0576954052813083
2011-12-29,1.0314745278881496
2012-01-09,1.0271327695607013
2012-01-16,0.9898549439532536
2012-01-30,1.022816780618449
2012-02-06,1.0669023245295381
2012-02-13,1.0944500059230902
2012-02-20,1.1030855611882207
2012-02-27,1.1357590992253244
2012-03-05,1.1321958713837088
2012-03-12,1.1584467135998775
2012-03-19,1.1723091060400563
2012-03-26,1.1484246124289983
2012-04-05,1.11020886961757
2012-04-12,1.1179630285413822
2012-04-19,1.118716245145697
2012-04-26,1.0901965345552578
2012-05-07,1.1162802171004973
2012-05-14,1.0959007532222897
2012-05-21,1.0741998037767013
2012-05-28,1.0737112095898242
2012-06-04,1.0671860468095218
2012-06-11,1.0901232482801635
2012-06-18,1.120578890068976
2012-06-26,1.0849760067341976
2012-07-03,1.1294103043490258
2012-07-10,1.0925627366799828
2012-07-17,1.0817668126903022
2012-07-24,1.0802392006913435
2012-07-31,1.0717362806065633
2012-08-07,1.1320756656604347
2012-08-14,1.132675624663884
2012-08-21,1.152017418060181
2012-08-28,1.137508883612071
2012-09-04,1.1334443390687705
2012-09-11,1.1693592788529386
2012-09-18,1.1533590795946709
2012-09-25,1.109538338982649
2012-10-09,1.1248159099657913
2012-10-16,1.1257205075902659
2012-10-23,1.1102067255620294
2012-10-30,1.0928029671297557
2012-11-06,1.0979632161413728
2012-11-13,1.0562927073332962
2012-11-20,1.053800046652602
2012-11-27,1.0300906659201878
2012-12-04,1.0221737460987266
2012-12-11,1.060900688863982
2012-12-18,1.0709837033698308
2012-12-25,1.1026952615996792
2013-01-04,1.1283120311009491
2013-01-11,1.153705453369543
2013-01-18,1.1991158098788424
2013-01-25,1.2053748337247276
2013-02-01,1.209799290634888
2013-02-08,1.2082923543593311
2013-02-22,1.202286387827731
2013-03-01,1.2038433100880972
2013-03-08,1.2179650340912476
2013-03-15,1.2188538361217693
2013-03-22,1.2181240431587892
2013-03-29,1.2223511971262477
2013-04-09,1.2115166140793492
2013-04-16,1.2110441634001021
2013-04-23,1.2291183982135332
2013-05-03,1.2654302041225145
2013-05-10,1.2927227691344592
2013-05-17,1.3063486016336863
2013-05-24,1.298912883331599
2013-05-31,1.2983487612876325
2013-06-07,1.3009149505272395
2013-06-19,1.2939222615138504
2013-06-26,1.2732743610634951
2013-07-03,1.3206582186695406
2013-07-10,1.314052361807827
2013-07-17,1.3681065200535856
2013-07-24,1.4065169257538177
2013-07-31,1.3754098150715732
2013-08-07,1.3935317437853028
2013-08-14,1.3979651741591783
2013-08-21,1.3852080789278003
2013-08-28,1.4001396195859785
2013-09-04,1.4109948191459545
2013-09-11,1.4256432538411834
2013-09-18,1.4368489757370462
2013-09-27,1.4364738825667573
2013-10-11,1.438607683469681
2013-10-18,1.461720978519984
2013-10-25,1.4671563675115518
2013-11-01,1.463193747048242
2013-11-08,1.459184830176085
2013-11-15,1.489098125483672
2013-11-22,1.4963567261291975
2013-11-29,1.5091106574168327
2013-12-06,1.5096128067940315
2013-12-13,1.4981738297423168
2013-12-20,1.5175373373303447
2013-12-27,1.527116841687828
2014-01-06,1.5192369478282413
2014-01-13,1.5188522937390083
2014-01-20,1.537288461058577
2014-01-27,1.5444672097234817
2014-02-10,1.556721349652905
2014-02-17,1.5746431503407068
2014-02-24,1.5837395414722921
2014-03-03,1.5808660281987041
2014-03-10,1.5914552370700366
2014-03-17,1.5814869218396441
2014-03-24,1.5716456298493071
2014-03-31,1.566611160035285
2014-04-08,1.5506901108649702
2014-04-15,1.5360474139200901
2014-04-22,1.5601536042547488
2014-04-29,1.5518081452347203
2014-05-08,1.5461507859376284
2014-05-15,1.533975511068934
2014-05-22,1.5597939318199803
2014-05-29,1.6067577911160933
2014-06-06,1.6317319918367135
2014-06-13,1.6395315101183783
2014-06-20,1.63591446483886
2014-06-27,1.6582907283401915
2014-07-04,1.681694577747428
2014-07-11,1.6628269333533716
2014-07-18,1.6660675930271065
2014-07-25,1.669356279667095
2014-08-01,1.651174775573078
2014-08-08,1.6546741773701938
2014-08-15,1.6724163511111114
2014-08-22,1.68617199575547
2014-08-29,1.693916292536746
2014-09-05,1.6944177495408843
2014-09-15,1.6825964895943535
2014-09-22,1.6842840168546604
2014-09-29,1.6803455224847759
2014-10-13,1.6251994931032607
2014-10-20,1.6448907295150754
2014-10-27,1.677140676949718
2014-11-03,1.7056099526193842
2014-11-10,1.7079544144934102
2014-11-17,1.7115154287680105
2014-11-24,1.726857822831297
2014-12-01,1.721897165235587
2014-12-08,1.7243526992337364
2014-12-15,1.699654224590962
2014-12-22,1.7321163686269392
2014-12-29,1.7363067077159002
2015-01-07,1.7150224555882527
2015-01-14,1.7130666097212999
2015-01-21,1.7183409735128987
2015-01-28,1.713080636200462
2015-02-04,1.7276429218814018
2015-02-11,1.7431144525462365
2015-02-25,1.7730698992070764
2015-03-04,1.7731053012494704
2015-03-11,1.7521569455953394
2015-03-18,1.776071505532897
2015-03-25,1.75716419976905
2015-04-01,1.7578935242747133
2015-04-09,1.7748269443434408
2015-04-16,1.7807609371751043
2015-04-23,1.7894219779560978
2015-04-30,1.7691081977113459
2015-05-08,1.7803404148109565
2015-05-15,1.7883286959618105
2015-05-22,1.7956001254743361
