,equity
1987-12-02,1.18959
1987-12-09,1.18959
1987-12-16,1.18959
1987-12-23,1.18959
1987-12-31,1.18959
1988-01-08,1.18959
1988-01-15,1.18959
1988-01-22,1.18959
1988-01-29,1.18959
1988-02-05,1.18959
1988-02-12,1.18959
1988-02-22,1.18959
1988-02-29,1.18959
1988-03-07,1.18959
1988-03-14,1.18959
1988-03-21,1.18959
1988-03-28,1.18959
1988-04-05,1.18959
1988-04-12,1.190821
1988-04-19,1.177194
1988-04-26,1.177194
1988-05-03,1.180623
1988-05-10,1.175263
1988-05-17,1.171909
1988-05-24,1.170497
1988-06-01,1.172414
1988-06-08,1.181585
1988-06-15,1.197371
1988-06-22,1.201679
1988-06-29,1.205372
1988-07-07,1.216758
1988-07-14,1.214604
1988-07-21,1.196755
1988-07-28,1.181984
1988-08-04,1.196755
1988-08-11,1.166598
1988-08-18,1.160751
1988-08-25,1.150904
1988-09-01,1.147827
1988-09-09,1.174291
1988-09-16,1.181369
1988-09-23,1.184754
1988-09-30,1.193063
1988-10-07,1.186908
1988-10-14,1.183523
1988-10-21,1.195832
1988-10-28,1.177984
1988-11-04,1.172445
1988-11-11,1.148742
1988-11-18,1.141453
1988-11-28,1.141453
1988-12-05,1.141453
1988-12-12,1.141453
1988-12-19,1.141453
1988-12-27,1.141453
1989-01-04,1.140374
1989-01-11,1.144581
1989-01-18,1.155275
1989-01-25,1.170425
1989-02-01,1.197755
1989-02-08,1.212014
1989-02-15,1.200726
1989-02-23,1.197458
1989-03-02,1.195676
1989-03-09,1.205182
1989-03-16,1.21647
1989-03-23,1.190923
1989-03-31,1.208152
1989-04-07,1.220035
1989-04-14,1.240829
1989-04-21,1.25895
1989-04-28,1.270238
1989-05-05,1.279447
1989-05-12,1.291627
1989-05-19,1.313312
1989-05-26,1.322521
1989-06-05,1.330245
1989-06-12,1.34688
1989-06-19,1.325195
1989-06-26,1.328759
1989-07-03,1.295191
1989-07-11,1.320442
1989-07-18,1.330542
1989-07-25,1.326383
1989-08-01,1.346583
1989-08-08,1.376289
1989-08-15,1.36916
1989-08-22,1.361733
1989-08-29,1.386092
1989-09-06,1.394113
1989-09-13,1.40154
1989-09-20,1.38639
1989-09-27,1.389657
1989-10-04,1.423819
1989-10-11,1.432434
1989-10-18,1.376289
1989-10-25,1.375101
1989-11-01,1.356377
1989-11-08,1.349346
1989-11-15,1.353415
1989-11-22,1.351336
1989-11-30,1.354305
1989-12-07,1.354899
1989-12-14,1.328769
1989-12-21,1.315872
1989-12-29,1.332724
1990-01-08,1.344153
1990-01-15,1.29597
1990-01-22,1.29597
1990-01-29,1.29597
1990-02-05,1.29597
1990-02-12,1.29597
1990-02-20,1.29597
1990-02-27,1.29597
1990-03-06,1.29597
1990-03-13,1.29597
1990-03-20,1.29597
1990-03-27,1.29597
1990-04-03,1.29597
1990-04-10,1.29597
1990-04-18,1.29597
1990-04-25,1.29597
1990-05-02,1.29597
1990-05-09,1.29597
1990-05-16,1.29597
1990-05-23,1.317746
1990-05-31,1.323803
1990-06-07,1.338512
1990-06-14,1.347164
1990-06-21,1.330437
1990-06-28,1.327841
1990-07-06,1.328129
1990-07-13,1.350914
1990-07-20,1.313132
1990-07-27,1.280702
1990-08-03,1.280702
1990-08-10,1.280702
1990-08-17,1.280702
1990-08-24,1.280702
1990-08-31,1.280702
1990-09-10,1.280702
1990-09-17,1.280702
1990-09-24,1.280702
1990-10-01,1.280702
1990-10-08,1.280702
1990-10-15,1.280702
1990-10-22,1.280702
1990-10-29,1.280702
1990-11-05,1.280702
1990-11-12,1.280702
1990-11-19,1.280702
1990-11-27,1.280702
1990-12-04,1.280702
1990-12-11,1.280702
1990-12-18,1.280702
1990-12-26,1.280702
1991-01-03,1.280702
1991-01-10,1.280702
1991-01-17,1.280702
1991-01-24,1.280702
1991-01-31,1.324975
1991-02-07,1.378422
1991-02-14,1.403557
1991-02-22,1.418405
1991-03-01,1.44273
1991-03-08,1.500887
1991-03-15,1.473747
1991-03-22,1.466597
1991-04-01,1.519277
1991-04-08,1.561636
1991-04-15,1.577359
1991-04-22,1.557788
1991-04-29,1.537672
1991-05-06,1.549003
1991-05-13,1.556425
1991-05-20,1.514527
1991-05-28,1.56624
1991-06-04,1.596778
1991-06-11,1.564574
1991-06-18,1.549336
1991-06-25,1.493927
1991-07-02,1.510528
1991-07-10,1.535946
1991-07-17,1.55488
1991-07-24,1.536703
1991-07-31,1.580994
1991-08-07,1.597414
1991-08-14,1.628375
1991-08-21,1.629253
1991-08-28,1.651761
1991-09-05,1.626227
1991-09-12,1.637685
1991-09-19,1.646089
1991-09-26,1.659523
1991-10-03,1.639294
1991-10-10,1.624916
1991-10-17,1.688875
1991-10-24,1.665217
1991-10-31,1.709984
1991-11-07,1.71722
1991-11-14,1.747296
1991-11-21,1.668853
1991-11-29,1.653878
1991-12-06,1.67629
1991-12-13,1.682317
1991-12-20,1.664561
1991-12-30,1.801234
1992-01-07,1.871264
1992-01-14,1.944152
1992-01-21,1.87928
1992-01-28,1.923276
1992-02-04,1.948368
1992-02-11,1.953315
1992-02-19,1.922806
1992-02-26,1.950809
1992-03-04,1.944552
1992-03-11,1.905556
1992-03-18,1.928686
1992-03-25,1.912495
1992-04-01,1.860926
1992-04-08,1.776677
1992-04-15,1.8531
1992-04-23,1.787935
1992-04-30,1.769316
1992-05-07,1.787841
1992-05-14,1.7586
1992-05-21,1.766267
1992-05-29,1.784864
1992-06-05,1.785223
1992-06-12,1.730398
1992-06-19,1.730398
1992-06-26,1.730398
1992-07-06,1.730398
1992-07-13,1.730398
1992-07-20,1.730398
1992-07-27,1.730398
1992-08-03,1.736839
1992-08-10,1.713859
1992-08-17,1.713859
1992-08-24,1.713859
1992-08-31,1.713859
1992-09-08,1.713859
1992-09-15,1.704635
1992-09-22,1.687852
1992-09-29,1.68307
1992-10-06,1.68307
1992-10-13,1.68307
1992-10-20,1.678074
1992-10-27,1.690107
1992-11-03,1.711709
1992-11-10,1.777337
1992-11-17,1.775384
1992-11-24,1.828809
1992-12-02,1.848543
1992-12-09,1.879715
1992-12-16,1.839256
1992-12-23,1.876997
1992-12-31,1.916606
1993-01-08,1.917342
1993-01-15,1.973797
1993-01-22,1.986481
1993-01-29,1.971503
1993-02-05,1.98464
1993-02-12,1.955082
1993-02-22,1.848715
1993-03-01,1.891715
1993-03-08,1.93388
1993-03-15,1.952868
1993-03-22,1.901112
1993-03-29,1.912744
1993-04-05,1.884507
1993-04-13,1.893273
1993-04-20,1.85995
1993-04-27,1.833398
1993-05-04,1.905439
1993-05-11,1.919207
1993-05-18,1.912801
1993-05-25,1.952867
1993-06-02,1.983268
1993-06-09,1.936571
1993-06-16,1.956267
1993-06-23,1.924067
1993-06-30,1.977902
1993-07-08,1.974418
1993-07-15,1.99122
1993-07-22,1.954216
1993-07-29,1.987146
1993-08-05,2.010354
1993-08-12,2.014906
1993-08-19,2.052444
1993-08-26,2.055
1993-09-02,2.103496
1993-09-10,2.091302
1993-09-17,2.079501
1993-09-24,2.120355
1993-10-01,2.144462
1993-10-08,2.147384
1993-10-15,2.212429
1993-10-22,2.171014
1993-10-29,2.189502
1993-11-05,2.143788
1993-11-12,2.18967
1993-11-19,2.111672
1993-11-29,2.094395
1993-12-06,2.147214
1993-12-13,2.116495
1993-12-20,2.117657
1993-12-28,2.129571
1994-01-04,2.155832
1994-01-11,2.1862
1994-01-18,2.206463
1994-01-25,2.18855
1994-02-01,2.208789
1994-02-08,2.145518
1994-02-15,2.152781
1994-02-23,2.132357
1994-03-02,2.111017
1994-03-09,2.120163
1994-03-16,2.125835
1994-03-23,2.118147
1994-03-30,2.047763
1994-04-07,2.047763
1994-04-14,2.047763
1994-04-21,2.047763
1994-04-29,2.047763
1994-05-06,2.047763
1994-05-13,2.047763
1994-05-20,2.047763
1994-05-27,2.047763
1994-06-06,2.047763
1994-06-13,2.047763
1994-06-20,2.047763
1994-06-27,2.047763
1994-07-05,2.047763
1994-07-12,2.047763
1994-07-19,2.047763
1994-07-26,2.047763
1994-08-02,2.047763
1994-08-09,2.047763
1994-08-16,2.047763
1994-08-23,2.047763
1994-08-30,2.072649
1994-09-07,2.066754
1994-09-14,2.068297
1994-09-21,2.054983
1994-09-28,2.054323
1994-10-05,2.04057
1994-10-12,2.048055
1994-10-19,2.05627
1994-10-26,2.042501
1994-11-02,2.041796
1994-11-09,2.030475
1994-11-16,2.025738
1994-11-23,1.995756
1994-12-01,1.984885
1994-12-08,1.985478
1994-12-15,1.985478
1994-12-22,1.985478
1994-12-30,1.982682
1995-01-09,1.982804
1995-01-16,2.013059
1995-01-23,1.990391
1995-01-30,1.970264
1995-02-06,2.041073
1995-02-13,2.068773
1995-02-21,2.056194
1995-02-28,2.080068
1995-03-07,2.073779
1995-03-14,2.118094
1995-03-21,2.122129
1995-03-28,2.165003
1995-04-04,2.132455
1995-04-11,2.16157
1995-04-19,2.139871
1995-04-26,2.193227
1995-05-03,2.228212
1995-05-10,2.221294
1995-05-17,2.285001
1995-05-24,2.300856
1995-06-01,2.276851
1995-06-08,2.322214
1995-06-15,2.365585
1995-06-22,2.463623
1995-06-29,2.428821
1995-07-07,2.541377
1995-07-14,2.618869
1995-07-21,2.515835
1995-07-28,2.600209
1995-08-04,2.572692
1995-08-11,2.59794
1995-08-18,2.65496
1995-08-25,2.625844
1995-09-01,2.624556
1995-09-11,2.745787
1995-09-18,2.703617
1995-09-25,2.693242
1995-10-02,2.645409
1995-10-09,2.535146
1995-10-16,2.60501
1995-10-23,2.644332
1995-10-30,2.653088
1995-11-06,2.701772
1995-11-13,2.690954
1995-11-20,2.619192
1995-11-28,2.668587
1995-12-05,2.706604
1995-12-12,2.671913
1995-12-19,2.599172
1995-12-27,2.64373
1996-01-04,2.606977
1996-01-11,2.564937
1996-01-18,2.556565
1996-01-25,2.611607
1996-02-01,2.676421
1996-02-08,2.724035
1996-02-15,2.717481
1996-02-23,2.785384
1996-03-01,2.706367
1996-03-08,2.650674
1996-03-15,2.73594
1996-03-22,2.741829
1996-03-29,2.739938
1996-04-08,2.749759
1996-04-15,2.760428
1996-04-22,2.867471
1996-04-29,2.953731
1996-05-06,2.949033
1996-05-13,3.037431
1996-05-20,3.10266
1996-05-28,3.073302
1996-06-04,3.091648
1996-06-11,3.05953
1996-06-18,2.941003
1996-06-25,2.914901
1996-07-02,2.961064
1996-07-10,2.839526
1996-07-17,2.658402
1996-07-24,2.652382
1996-07-31,2.652382
1996-08-07,2.666235
1996-08-14,2.656563
1996-08-21,2.646772
1996-08-28,2.708105
1996-09-05,2.641874
1996-09-12,2.71394
1996-09-19,2.821677
1996-09-26,2.858668
1996-10-03,2.870564
1996-10-10,2.879596
1996-10-17,2.891213
1996-10-24,2.856387
1996-10-31,2.843606
1996-11-07,2.919567
1996-11-14,2.957326
1996-11-21,2.928739
1996-11-29,3.009123
1996-12-06,2.997646
1996-12-13,2.991198
1996-12-20,2.999695
1996-12-30,2.997809
1997-01-07,3.086613
1997-01-14,3.12951
1997-01-21,3.199515
1997-01-28,3.147829
1997-02-04,3.192151
1997-02-11,3.095548
1997-02-19,3.173466
1997-02-26,3.116222
1997-03-05,3.087255
1997-03-12,3.030871
1997-03-19,2.90342
1997-03-26,2.949413
1997-04-03,2.812268
1997-04-10,2.778461
1997-04-17,2.755387
1997-04-24,2.755387
1997-05-01,2.764548
1997-05-08,2.869256
1997-05-15,2.906718
1997-05-22,2.939935
1997-05-30,2.989757
1997-06-06,2.999776
1997-06-13,3.038618
1997-06-20,3.090015
1997-06-27,3.070904
1997-07-07,3.140493
1997-07-14,3.253964
1997-07-21,3.280335
1997-07-28,3.338629
1997-08-04,3.428142
1997-08-11,3.389979
1997-08-18,3.352868
1997-08-25,3.421334
1997-09-02,3.45382
1997-09-09,3.526569
1997-09-16,3.551733
1997-09-23,3.610192
1997-09-30,3.586471
1997-10-07,3.691316
1997-10-14,3.68221
1997-10-21,3.641048
1997-10-28,3.305359
1997-11-04,3.332494
1997-11-11,3.291169
1997-11-18,3.305078
1997-11-25,3.293557
1997-12-03,3.329406
1997-12-10,3.301446
1997-12-17,3.227656
1997-12-24,3.15364
1998-01-02,3.280507
1998-01-09,3.151975
1998-01-16,3.13024
1998-01-26,3.128207
