signal_date,entry_date,entry,fwd_21,fwd_63,fwd_126,fwd_252
2021-08-09,2021-08-10,4436.75,0.012741259966473129,0.05971717931199638,0.019110844438496644,-0.05105308291542232
2021-08-27,2021-08-30,4528.7900390625,-0.037389694965866194,0.027927985041879433,-0.04913680508879714,-0.1198179032970701
2021-10-15,2021-10-18,4486.4599609375,0.047797137001851286,0.020205218174912165,-0.0054051524389248096,-0.17084293343578283
2021-11-01,2021-11-02,4630.64990234375,-0.011564209304701811,-0.008912360122574126,-0.07136794779097455,-0.188085901397269
2021-11-16,2021-11-17,4688.669921875,-0.014509399529034184,-0.06577774963665317,-0.16803910190748228,-0.15827726746532844
2021-12-22,2021-12-23,4725.7900390625,-0.07815409501842141,-0.038666546536841095,-0.17471786194809935,-0.18641750128998358
2023-04-28,2023-05-01,4167.8701171875,0.002869561814841548,0.0980980337163555,-0.0002519975285263376,0.20406586472641464
2023-06-16,2023-06-20,4388.7099609375,0.03330367181949234,0.012586895663344366,0.08017164515038688,0.24710221695895385
2023-12-19,2023-12-20,4698.35009765625,0.03538476200037399,0.11404643480959331,0.15952834589851972,0.26232613031856156
2024-12-06,2024-12-09,6052.85009765625,-0.03730640193471613,-0.08778180023502291,-0.001254009583714799,0.14012405538874417
2025-08-08,2025-08-11,6373.4501953125,0.02488288742989453,0.05575466952520469,0.08917616767434122,0.2157465364205422
2025-12-04,2025-12-05,6870.39990234375,0.007354779074834061,-0.01294246668882637,0.07514118644300272,
2025-12-22,2025-12-23,6909.7900390625,0.00585255719459421,-0.06261114742513907,0.06428993905132052,
2026-01-09,2026-01-12,6977.27001953125,-0.005130918623944103,-0.001417479428353019,0.08529552119189487,
2026-06-02,2026-06-03,7553.68017578125,-0.002151269265026734,,,
2026-07-10,2026-07-13,7515.33984375,0.028323449902205144,,,
2026-08-06,2026-08-07,7757.64013671875,,,,
