signal_date,entry_date,entry,fwd_21,fwd_63,fwd_126,fwd_252
2005-03-16,2005-03-17,1190.2099609375,-0.03716149412319747,0.01743389879181967,0.03152386617710401,0.09833562388463823
2005-04-15,2005-04-18,1145.97998046875,0.02427622544330621,0.06557708310342658,0.03541943708624795,0.14075293772771413
2005-05-04,2005-05-05,1172.6300048828125,0.021217267833172127,0.05392150994385392,0.03592779027262116,0.1305868042308158
2005-08-26,2005-08-29,1212.280029296875,0.0038027396642310585,0.037268560521309224,0.06513343371935032,0.07589005656833292
2005-10-13,2005-10-14,1186.5699462890625,0.03977014892728992,0.0812089567271077,0.10173027168379511,0.15379633781844548
2006-04-26,2006-04-27,1309.719970703125,-0.022569661595347124,-0.035519057945093135,0.05535534436500833,0.13182209042851745
2006-05-17,2006-05-18,1261.81005859375,-0.017181709373199405,0.02826885206062868,0.10679886943166261,0.20866049941432263
2006-06-02,2006-06-05,1265.2900390625,0.004441665502521008,0.03613398453448724,0.1038654520447928,0.19923492482964233
2006-07-11,2006-07-12,1258.5999755859375,0.010495855127966802,0.07533773255893461,0.13127282211030344,0.23351345154542713
2006-08-01,2006-08-02,1277.4100341796875,0.02067457699777231,0.07869822886675504,0.13384894113388413,0.12184813039613873
2006-08-23,2006-08-24,1296.06005859375,0.02338621294781995,0.0848956855795302,0.07945617935366767,0.1317299914743113
2006-09-14,2006-09-15,1319.6600341796875,0.03743390201611274,0.08019486330846748,0.06916925940195107,0.15164511308519235
2006-10-03,2006-10-04,1350.199951171875,0.01269442695029066,0.044074960685619,0.06992300221737269,0.15359948314946847
2006-11-10,2006-11-13,1384.4200439453125,0.02079565166518549,0.05228905415305962,0.09269582350814098,0.06223538331895062
2007-02-12,2007-02-13,1444.260009765625,-0.035990735821304964,0.03941806271425019,-0.012269238629684542,-0.053349153412223016
2007-03-01,2007-03-02,1387.1700439453125,0.026946952211063024,0.10753542619096579,0.05080124892453575,-0.04024746523952549
2007-03-16,2007-03-19,1402.06005859375,0.05024031672145379,0.09200033154339371,0.05320026439889136,-0.050868055132323065
2007-07-24,2007-07-25,1518.0899658203125,-0.036618360618880685,0.0009880837326985414,-0.10936112040075285,-0.17492370856579664
2007-08-14,2007-08-15,1406.699951171875,0.055129062003251406,0.052854269024685374,-0.041117486193219754,-0.08087716031137948
2007-09-10,2007-09-11,1471.489990234375,0.0618284739091286,0.030221048731729372,-0.11058177206982389,-0.16272618418133855
2007-09-28,2007-10-01,1547.0400390625,-0.01035527143884274,-0.05085844692075148,-0.1160344950570299,-0.24606994266394555
2007-10-30,2007-10-31,1549.3800048828125,-0.04404341737941575,-0.09936875424511804,-0.08744141530275984,-0.3842117338234067
2007-11-15,2007-11-16,1458.739990234375,-0.002577573653150367,-0.06766796111597673,-0.031081595160099562,-0.4167911994629623
2007-12-04,2007-12-05,1485.010009765625,-0.04634982633251794,-0.12904964504494043,-0.08372331178717785,-0.43083213907997586
2008-01-02,2008-01-03,1447.1600341796875,-0.045841569918857905,-0.05304182533560353,-0.1273252476669393,-0.3561182137529434
2008-01-17,2008-01-18,1325.18994140625,0.02629063713964941,0.04752534000690489,-0.04919290387691333,-0.39237391898051166
2008-02-05,2008-02-06,1326.449951171875,-0.024938714065662615,0.04984733503044936,-0.028090023097145145,-0.3623204744071521
2008-02-22,2008-02-25,1371.800048828125,-0.02235751775305206,0.0030106464031260938,-0.0580260204278672,-0.4364047331031219
2008-03-10,2008-03-11,1320.6500244140625,0.030212413339230526,0.02861463392540653,-0.07279749583247253,-0.4537841426447473
2008-03-27,2008-03-28,1315.219970703125,0.06170072400184079,-0.024383712993589768,-0.08062523331021032,-0.3796170826046692
2008-04-11,2008-04-14,1328.3199462890625,0.05625157777851908,-0.07529804678486074,-0.3230396236875892,-0.36649298811562314
2008-04-29,2008-04-30,1385.5899658203125,0.01067418170406853,-0.07313127155528798,-0.3212205392893317,-0.37008060170105017
