module,symbol,signal_date,entry_date,entry_price,stop_price,exit_date,exit_reason,holding_bars,r_net,is_tail,src,r_at_5,r_at_10,r_at_15,peak_r_at_5,peak_r_at_10,peak_r_at_15,slope5_r_at_10
A,603986.SS,2020-06-04,2020-06-05,152.545,141.852,2020-06-16,exit_a6_1_costbasis,7,0.005092583933417218,False,ohlcv,0.6612737304778862,0.2210792106985886,1.054054054054057,1.088095015430659,1.088095015430659,1.7414196203123573,-0.4401945197792976
A,AAPL,1986-09-09,1986-09-10,0.12158650744872689,0.11476112638244362,1986-09-12,structure_stop_C,2,-3.0277496444784417,False,ohlcv,-0.37500230101381676,0.2500037440915433,-1.0625144086257754,-0.31250497130091826,0.2500037440915433,0.2500037440915433,0.6250060451053601
A,AAPL,1986-12-24,1986-12-26,0.14291770550391564,0.13907833204406794,1986-12-30,structure_stop_C,2,-3.826800604731237,False,ohlcv,-0.8888862263343802,3.1112691535241463,6.111440024433773,-0.7777690741632074,3.1112691535241463,7.111424533382673,4.000155379858526
A,AAPL,1991-11-13,1991-11-14,0.3863772628494734,0.38103605996207646,1991-11-18,structure_stop_C,2,-7.378938591969954,False,ohlcv,-4.838431053899546,-4.170155681235047,-5.506695267159314,0.6666762710956349,0.6666762710956349,0.6666762710956349,0.6682753726644995
A,AAPL,1999-06-16,1999-06-17,0.35611140106579325,0.3374182760065301,1999-06-24,structure_stop_C,5,-2.1349817897103778,False,ohlcv,-1.5750306286985685,-0.5250227422911897,2.750057276457756,-0.19999418521915208,-0.19999418521915208,2.750057276457756,1.0500078864073787
A,AAPL,2007-03-19,2007-03-20,2.7322445196029634,2.6712287424358405,2007-04-18,exit_a6_1_costbasis,20,-0.7472229988673053,False,ohlcv,2.2058796103083407,1.1274668943365955,1.421564178501783,2.2058796103083407,2.2058796103083407,2.2058796103083407,-1.0784127159717452
A,AAPL,2007-04-10,2007-04-11,2.80851379984417,2.782792491795438,2007-04-12,structure_stop_C,1,-2.551623975685949,False,ohlcv,-4.12803431213476,-0.7674673124959579,6.477030031590075,-1.523286219649074,-0.4534696980758965,7.000272875468983,3.360566999638802
A,AAPL,2007-04-23,2007-04-24,2.8103083618512685,2.7083176589896985,2007-08-06,exit_a6_1_costbasis,72,11.321457358028153,True,ohlcv,1.712635874590126,2.9208690419262804,4.516177329599205,1.7478221842433457,2.9208690419262804,4.516177329599205,1.2082331673361542
A,AAPL,2008-05-30,2008-06-02,5.640955521353937,5.548235502273121,2008-06-04,structure_stop_C,2,-1.5852312783648166,False,ohlcv,-0.9548268887516281,-5.2354834839772915,-4.29998903388085,0.2677469225129148,0.2677469225129148,0.2677469225129148,-4.280656595225663
A,AAPL,2008-06-03,2008-06-04,5.503972846976445,5.453721910179681,2008-06-10,structure_stop_C,4,-2.288220360713431,False,ohlcv,0.964183159998032,-1.5416371670427775,-6.410400144632466,3.22000313737713,3.22000313737713,3.22000313737713,-2.5058203270408095
A,AAPL,2010-11-02,2010-11-03,9.312959666076567,9.038691951457388,2010-11-15,exit_a6_1_costbasis,8,-0.35379044647141944,False,ohlcv,0.5136504266767106,-1.0665301837936207,-0.28788149261241686,0.7906379768741076,0.7906379768741076,0.7906379768741076,-1.5801806104703313
A,AAPL,2011-03-25,2011-03-28,10.562587865718307,10.13517688276286,2011-04-04,exit_a6_1_costbasis,5,-0.6433302732567219,False,ohlcv,-0.601118752531927,-1.2659090617084532,-1.797755142996385,-0.15325811546753113,-0.15325811546753113,-0.15325811546753113,-0.6647903091765263
A,AAPL,2011-08-24,2011-08-25,10.919405498017852,10.67773815309842,2011-10-05,exit_a6_1_costbasis,28,0.2988900533571348,False,ohlcv,2.4443503626705176,2.358942161422386,3.4505476056426057,3.0829604625449654,3.0829604625449654,3.4505476056426057,-0.08540820124813178
A,AAPL,2011-09-06,2011-09-07,11.53195841464049,10.961280663059268,2011-10-05,exit_a6_1_costbasis,20,-0.9478790831126818,False,ohlcv,-0.049262827784760925,1.4617323593770855,0.7180228872172095,-0.049262827784760925,1.4617323593770855,1.4617323593770855,1.5109951871618466
A,AAPL,2011-09-15,2011-09-16,11.830454383756614,11.53793968136547,2011-10-03,structure_stop_C,11,-1.591563872343566,False,ohlcv,0.6421262454527722,-0.5081786507107637,-1.8578843783160244,1.8312999748997443,1.8312999748997443,1.8312999748997443,-1.1503048961635358
A,AAPL,2011-10-27,2011-10-28,12.053580229857616,11.758971655229033,2011-11-10,exit_a6_1_costbasis,9,-0.6470134449469149,False,ohlcv,0.007102358489971994,-1.8050883089335457,-2.597977768042884,0.1979708652506917,0.3279173480771349,0.3279173480771349,-1.8121906674235175
A,AAPL,2011-11-04,2011-11-07,11.961159916023973,11.825069348079197,2011-11-10,structure_stop_C,3,-0.7208653480943026,False,ohlcv,-3.36037028933404,-5.4878491057390475,-5.2284961837605195,1.3889836687531214,1.3889836687531214,1.3889836687531214,-2.127478816405008
A,AAPL,2011-11-08,2011-11-09,11.873224842580298,11.848101327109877,2011-11-10,structure_stop_C,1,-0.40121638743632754,False,ohlcv,-9.690610111105082,-24.357716148703037,-17.58359022340077,-2.01194893824162,-2.01194893824162,-2.01194893824162,-14.667106037597955
A,AAPL,2012-07-30,2012-07-31,18.04238535540382,17.04849096563282,2012-09-26,exit_a6_1_costbasis,40,2.039665589862639,False,ohlcv,0.5814075650825317,0.8870072634102141,1.949325272291377,0.5814075650825317,0.8870072634102141,1.949325272291377,0.3055996983276824
A,AAPL,2012-07-31,2012-08-01,18.42164388206761,17.581477005505835,2012-09-26,exit_a6_1_costbasis,39,1.961008518123654,False,ohlcv,0.1779910488951813,0.6583067943695874,1.5295990208924573,0.23638064768142972,0.6583067943695874,1.854589806827348,0.48031574547440603
A,AAPL,2012-08-01,2012-08-02,18.03071653773446,18.027132293312107,2012-09-26,exit_a6_1_costbasis,38,568.8486701814235,False,ohlcv,142.03174136705834,256.17217378305554,574.9692910847756,164.47721341178934,263.37905464561254,574.9692910847756,114.14043241599718
A,AAPL,2015-01-09,2015-01-12,24.894720676810472,24.032469916763375,2015-01-13,exit_a6_1_costbasis,1,-0.32887453628536567,False,ohlcv,-1.6948728460744293,0.12821239473837434,1.546154801258061,-0.6102588130976299,0.12821239473837434,1.6153811542282885,1.8230852408128035
A,AAPL,2015-04-07,2015-04-08,27.93396769654815,27.596594178425082,2015-04-20,exit_a6_1_costbasis,8,-0.2669878193910887,False,ohlcv,0.2960915968921098,0.6973842474204102,3.098791245298046,0.8224118881472718,1.1513733772259016,4.473801310145534,0.40129265052830043
A,AAPL,2015-04-13,2015-04-14,28.189234214795178,27.66984443738727,2015-04-20,exit_a6_1_costbasis,4,-0.6653893082262814,False,ohlcv,0.25640929893836567,2.4145172348193245,0.7264914884792502,0.25640929893836567,2.4145172348193245,2.4145172348193245,2.1581079358809587
A,AAPL,2015-05-15,2015-05-18,28.614571869113195,28.34264437932672,2015-06-15,exit_a6_1_costbasis,19,-1.9740693712502408,False,ohlcv,3.409736080828376,1.7704237821005944,-0.47542579042288446,3.409736080828376,3.409736080828376,3.409736080828376,-1.639312298727782
A,AAPL,2015-05-21,2015-05-22,29.332259569204453,28.828540514588756,2015-06-08,structure_stop_C,10,-1.2529301505511108,False,ohlcv,-0.5840715400458774,-1.3053264874225903,-1.9602035179291297,0.41593279285934054,0.41593279285934054,0.41593279285934054,-0.7212549473767129
A,AAPL,2017-08-25,2017-08-28,37.2676997479055,36.897680614119324,2017-09-14,exit_a6_1_costbasis,12,-0.8239804280452976,False,ohlcv,2.459178435042617,0.8553770619840436,-0.9245098789482324,2.459178435042617,2.459178435042617,2.459178435042617,-1.6038013730585734
A,AAPL,2017-11-21,2017-11-22,40.48930001481048,39.60177791360881,2017-11-30,structure_stop_C,5,-0.8166811435807233,False,ohlcv,-1.0210500257361501,-1.144733400343946,-0.2868454675234346,0.4236634261002908,0.4236634261002908,0.4236634261002908,-0.12368337460779598
A,AAPL,2017-12-14,2017-12-15,40.552351415791705,40.089920418821976,2017-12-27,structure_stop_C,7,-1.8705434080456589,False,ohlcv,0.696988476688886,-2.2222472086467624,0.36363730102365044,1.4091440568715088,1.4091440568715088,1.4091440568715088,-2.9192356853356483
A,AAPL,2018-03-09,2018-03-12,42.27951549540932,41.055386008773716,2018-03-22,structure_stop_C,8,-2.0058162108759756,False,ohlcv,-0.4348709652023506,-2.9406251253617355,-2.607301348688011,0.27394884088413396,0.27394884088413396,0.27394884088413396,-2.505754160159385
A,AAPL,2018-07-06,2018-07-09,44.610702151290674,43.381842978525576,2018-10-11,exit_a6_1_costbasis,67,4.90090527365624,True,ohlcv,0.3505673797370183,0.3716452990036428,0.28351227898910125,0.3505673797370183,0.45593524625646403,1.0191533912079744,0.021077919266624535
A,AAPL,2019-07-15,2019-07-16,48.89621122738501,48.32500872576195,2019-08-05,exit_a6_1_costbasis,14,-2.847090518485111,False,ohlcv,1.100411150467054,2.129693708407655,-4.7070927255866355,1.100411150467054,2.129693708407655,3.5355691177404682,1.029282557940601
A,AAPL,2019-08-08,2019-08-09,48.292707715938555,46.32222596704192,2019-08-12,exit_a6_1_costbasis,1,-0.22904111759789533,False,ohlcv,0.05356389555589439,1.3587232069674995,0.9386786544233398,0.9338156205299196,1.3806358983049285,1.3806358983049285,1.3051593114116051
A,AAPL,2019-08-13,2019-08-14,48.73894082959489,47.77692380576654,2019-08-16,exit_a6_1_costbasis,2,0.22861950929817526,False,ohlcv,1.7954895053063054,0.24935503212719695,1.5037337735875993,1.7954895053063054,2.3640795011864983,2.3640795011864983,-1.5461344731791082
A,AAPL,2019-08-19,2019-08-20,50.590983470819914,48.902057226913584,2019-08-26,structure_stop_C,4,-0.743014305982144,False,ohlcv,-0.6235704880117415,-0.7357916310761097,0.8267034235954148,0.25000623095500063,0.25000623095500063,0.8267034235954148,-0.1122211430643681
A,AAPL,2019-08-21,2019-08-22,51.14517603483993,50.45663774540958,2019-08-26,structure_stop_C,2,-2.62823890164816,False,ohlcv,-2.6689541179700234,0.03134123658897355,3.4493913881471623,-0.25434901799652365,0.03134123658897355,3.6236000598530613,2.700295354558997
A,AAPL,2019-08-29,2019-08-30,50.418258218749706,48.77731281814011,2020-02-24,exit_a6_1_costbasis,120,12.937104840637296,True,ohlcv,0.45322044973293113,1.255846906492355,1.106727032845201,0.45613794172662014,1.963444488576065,1.963444488576065,0.8026264567594239
A,AAPL,2019-09-04,2019-09-05,50.859678663980254,48.99322853822822,2020-02-24,exit_a6_1_costbasis,117,11.137303125845122,True,ohlcv,1.4897182192480445,1.3843242999665288,1.160668539752123,1.4897182192480445,1.4897182192480445,1.4897182192480445,-0.10539391928151567
A,AAPL,2021-02-02,2021-02-03,131.7971241921303,127.10809049941766,2021-02-19,structure_stop_C,11,-1.1306634085742948,False,ohlcv,0.0938451704776665,-0.9781380740807463,-2.1164846964988038,0.3374829031057878,0.3374829031057878,0.3374829031057878,-1.0719832445584128
A,AAPL,2021-02-04,2021-02-05,133.54001472396752,129.70988918879502,2021-02-17,structure_stop_C,7,-1.5833221080207123,False,ohlcv,-0.5635424129210346,-1.8987781477383037,-4.0843826271460975,-0.11169786579114988,-0.11169786579114988,-0.11169786579114988,-1.335235734817269
A,AAPL,2021-02-08,2021-02-09,132.8302469559109,131.1773940055882,2021-02-17,structure_stop_C,5,-3.2391537913057418,False,ohlcv,-2.017644926214261,-6.329388729802809,-6.764676795172132,-0.35882175567806646,-0.35882175567806646,-0.35882175567806646,-4.3117438035885485
A,AAPL,2021-08-24,2021-08-25,146.120370599229,144.24762936861552,2021-08-27,structure_stop_C,2,-1.2915945117259005,False,ohlcv,1.052068121748862,2.760367933230516,-0.40626421852210776,1.7239305588739902,3.583274960508637,3.583274960508637,1.708299811481654
A,AAPL,2021-11-12,2021-11-15,146.88062009926887,144.05769591147595,2022-01-07,exit_a6_1_costbasis,37,7.740390766411802,False,ohlcv,3.5225002788318567,3.4152480565131134,5.173039657228185,3.5225002788318567,4.003481253460864,5.173039657228185,-0.10725222231874357
A,AAPL,2021-11-15,2021-11-16,146.4606021824879,144.05769591147595,2022-01-07,exit_a6_1_costbasis,36,9.268349132399393,False,ohlcv,4.504077304753699,6.2439201657606915,8.6341760239706,4.504077304753699,6.2439201657606915,8.6341760239706,1.7398428610069923
A,AAPL,2021-12-22,2021-12-23,171.76934702247985,163.57402950297322,2022-01-07,exit_a6_1_costbasis,10,-0.3737596896484529,False,ohlcv,0.2800918683645725,-0.4588834148439206,-0.43623537104153426,0.5339681725926703,0.734205255026708,0.734205255026708,-0.738975283208493
A,AAPL,2021-12-27,2021-12-28,175.97935346537145,171.2028043307869,2022-01-06,structure_stop_C,7,-1.562409956503512,False,ohlcv,0.3783146986720551,-1.6298573724383756,-2.118609583379124,0.3783146986720551,0.3783146986720551,0.3783146986720551,-2.008172071110431
A,AAPL,2022-04-13,2022-04-14,166.87301451784703,162.98046885243798,2022-04-18,structure_stop_C,1,-1.726306180707176,False,ohlcv,-1.055283822743234,-1.7537851629894488,-3.4799347803585303,-0.8090449404951365,-0.8090449404951365,-0.8090449404951365,-0.6985013402462149
A,AAPL,2024-10-11,2024-10-14,226.80274288926017,225.28544108575701,2024-11-01,structure_stop_C,14,-5.20178538618127,False,ohlcv,4.1176601586670225,1.7712507802422555,-3.7843276262950027,4.1176601586670225,5.0849976498195,5.0849976498195,-2.346409378424767
A,AAPL,2024-11-19,2024-11-20,226.4168829534927,223.5477395601889,2025-01-08,exit_a6_1_costbasis,32,4.716995703150792,False,ohlcv,2.4221819654050005,5.173072776137225,6.377249626534772,2.4221819654050005,5.173072776137225,6.820157853038844,2.7508908107322245
A,AAPL,2026-07-02,2026-07-06,307.0951430290638,288.95081360688545,2026-08-04,exit_a6_1_costbasis,21,-0.2718809907120475,False,ohlcv,0.43832792670676796,1.4526439051995992,1.412997339331852,0.48788613404145204,1.4526439051995992,1.4526439051995992,1.0143159784928313
A,AMZN,2011-06-21,2011-06-22,9.697999954223633,9.278499603271484,2011-08-03,exit_a6_1_costbasis,29,2.2419539963353485,False,ohlcv,1.0,2.4112026516443197,2.328961666643933,1.0,2.4112026516443197,2.8986855446282833,1.4112026516443195
A,AMZN,2011-10-06,2011-10-07,11.12399959564209,10.423999786376953,2011-10-27,structure_stop_C,14,-1.3173193556429605,False,ohlcv,0.97642925165156,0.7950008378712349,-1.1214286590109304,1.0235721107406919,1.7307149970776685,1.7307149970776685,-0.18142841378032515
A,AMZN,2011-10-10,2011-10-11,11.529999732971191,10.920499801635742,2011-10-27,structure_stop_C,12,-2.1797039947927335,False,ohlcv,0.9622645347336205,0.5750617658701908,-1.4019686844299937,1.3215752604806394,1.3215752604806394,1.3215752604806394,-0.38720276886342975
A,AMZN,2011-10-12,2011-10-13,11.850000381469727,11.449999809265137,2011-10-26,structure_stop_C,9,-4.193370604461758,False,ohlcv,-0.683750128149803,-4.824993860730371,-2.6724967873142425,1.213746718768999,1.213746718768999,1.213746718768999,-4.141243732580567
A,AMZN,2012-08-21,2012-08-22,11.970000267028809,11.90999984741211,2012-10-10,exit_a6_1_costbasis,34,10.300429865691802,False,ohlcv,5.59162361916872,5.68328697448939,13.524898672812524,5.59162361916872,7.3916077247079395,16.449876817928953,0.09166335532067074
A,AMZN,2012-08-23,2012-08-24,12.083999633789062,11.9399995803833,2012-10-10,exit_a6_1_costbasis,32,3.4994205635948172,False,ohlcv,1.5763899466869764,6.0624987582370276,6.8020861617934365,1.8888903606079672,6.0624987582370276,6.8020861617934365,4.486108811550051
A,AMZN,2012-09-28,2012-10-01,12.770000457763672,12.526000022888184,2012-10-10,exit_a6_1_costbasis,7,-0.7490563565797552,False,ohlcv,0.6372917261083513,-2.672128136078139,-3.155733956607896,1.0389325120283912,1.0389325120283912,1.0389325120283912,-3.30941986218649
A,AMZN,2012-12-24,2012-12-26,12.857500076293945,12.786999702453613,2012-12-27,structure_stop_C,1,-6.473129063239763,False,ohlcv,0.11347987825498816,6.524788637132229,8.354562056137977,0.11347987825498816,8.02123774095367,11.049590801487994,6.41130875887724
A,AMZN,2013-02-05,2013-02-06,13.258000373840332,12.953499794006348,2013-02-07,exit_a6_1_costbasis,1,-0.21759712426243127,False,ohlcv,-1.0607531663806171,0.20525412475101162,-0.3136282775641106,-0.4827587286872205,0.753692544755271,0.753692544755271,1.2660072911316287
A,AMZN,2013-03-04,2013-03-05,13.699999809265137,13.052000045776367,2013-03-15,exit_a6_1_costbasis,8,-0.717130220743308,False,ohlcv,-0.21296232249215205,-1.2430560563492214,-1.3873464443976764,0.12268553608142733,0.12268553608142733,0.12268553608142733,-1.0300937338570695
A,AMZN,2013-03-12,2013-03-13,13.76200008392334,13.517999649047852,2013-03-15,structure_stop_C,2,-2.1588588095507992,False,ohlcv,-3.858598492102887,-3.0594208393100724,-3.3217159853509632,-0.028688348387550664,-0.028688348387550664,-0.028688348387550664,0.7991776527928146
A,AMZN,2013-10-14,2013-10-15,15.493499755859375,15.192000389099121,2014-01-27,exit_a6_1_costbasis,70,13.32011541539484,True,ohlcv,2.7479352828607126,8.008312641351278,8.104496354520869,3.160872384507109,8.875642505812207,8.98177734900125,5.260377358490566
A,AMZN,2013-10-16,2013-10-17,15.353500366210938,15.262999534606934,2014-01-27,exit_a6_1_costbasis,68,45.9238404586025,True,ohlcv,10.87834178108897,29.839510205802082,27.132343488203,14.071698789213569,31.115736008514496,31.469319367314036,18.96116842471311
A,AMZN,2016-05-24,2016-05-25,35.400001525878906,34.82099914550781,2016-06-27,exit_a6_1_costbasis,22,-1.441968731470133,False,ohlcv,0.9879037039965213,1.6096638600097508,0.5405845225389044,1.277193606620021,1.7478291233479595,1.7478291233479595,0.6217601560132295
A,AMZN,2016-09-21,2016-09-22,39.7135009765625,38.54999923706055,2016-10-28,exit_a6_1_costbasis,26,-0.5614224553695841,False,ohlcv,1.4804445828756905,2.152551597514795,1.71121129161817,1.4804445828756905,2.152551597514795,2.152551597514795,0.6721070146391043
A,AMZN,2017-03-09,2017-03-10,42.849998474121094,42.055999755859375,2017-03-22,exit_a6_1_costbasis,8,-1.097418445099981,False,ohlcv,-0.2254374417465,-0.6057931604385468,1.217889709909581,-0.15176177801693075,-0.0018881340623228373,1.217889709909581,-0.38035571869204676
A,AMZN,2017-03-13,2017-03-14,42.6775016784668,42.58549880981445,2017-03-22,structure_stop_C,6,-7.594106103325331,False,ohlcv,1.858611825192802,-3.6575172070652626,20.62977858860602,1.858611825192802,1.858611825192802,20.62977858860602,-5.516129032258065
A,AMZN,2017-12-08,2017-12-11,58.22999954223633,56.80400085449219,2018-03-26,exit_a6_1_costbasis,71,12.771239282857657,True,ohlcv,0.5098189755950104,0.13183723586674764,0.8558920541334396,0.5098189755950104,0.9109403799185163,0.9109403799185163,-0.37798173972826277
A,AMZN,2017-12-12,2017-12-13,58.5,57.849998474121094,2018-03-26,exit_a6_1_costbasis,69,27.602242895876618,True,ohlcv,1.3369191403453173,0.9430731129030365,3.0453771846426516,1.583072173902837,1.583072173902837,3.0453771846426516,-0.3938460274422808
A,AMZN,2017-12-28,2017-12-29,59.11750030517578,58.02750015258789,2018-03-26,exit_a6_1_costbasis,58,15.893008962787453,True,ohlcv,2.1463303667358447,5.635321991901644,6.649541361461764,2.1463303667358447,5.635321991901644,6.649541361461764,3.4889916251657995
A,AMZN,2018-06-29,2018-07-02,84.13500213623047,83.05850219726562,2018-10-04,exit_a6_1_costbasis,66,12.290627552285981,True,ohlcv,2.615879630613966,6.492795838382979,5.541102346579352,2.615879630613966,6.492795838382979,7.488621464361902,3.876916207769013
A,AMZN,2018-07-03,2018-07-05,85.26899719238281,83.90299987792969,2018-10-04,exit_a6_1_costbasis,64,8.854871551127097,True,ohlcv,1.8162574562677332,5.034421706396193,5.7917383436473715,1.8162574562677332,5.07139027278211,5.7917383436473715,3.21816425012846
A,AMZN,2018-07-09,2018-07-10,86.92649841308594,84.58350372314453,2018-10-04,exit_a6_1_costbasis,61,4.4543728936082925,True,ohlcv,1.7917232441444346,1.3544631896346804,0.8683332193643134,1.7917232441444346,2.2492600154346616,2.669232597744716,-0.43726005450975414
A,AMZN,2020-01-23,2020-01-24,94.56849670410156,93.63800048828125,2020-01-27,structure_stop_C,1,-3.936679309948997,False,ohlcv,-1.111772519309293,8.536306390515078,13.890441284990407,-1.111772519309293,8.536306390515078,14.434774765910694,9.648078909824372
A,AMZN,2021-07-02,2021-07-06,176.5054931640625,170.4709930419922,2021-08-02,structure_stop_C,19,-1.4958985326580319,False,ohlcv,1.5613575505023047,0.16140761662498704,1.4061652131476672,1.6679098910935402,1.6679098910935402,1.6679098910935402,-1.3999499338773178
A,AMZN,2021-07-21,2021-07-22,179.3614959716797,175.89999389648438,2021-08-02,structure_stop_C,7,-3.4337286039858417,False,ohlcv,0.6224206865238723,-3.358514103846985,-4.262888302116348,1.6263174831278404,1.6263174831278404,1.6263174831278404,-3.9809347903708567
A,AMZN,2021-07-23,2021-07-26,183.6584930419922,179.11349487304688,2021-08-02,structure_stop_C,5,-3.5615311940804597,False,ohlcv,-3.801759881286909,-3.6108923289722386,-4.171616962274349,0.2931803760814608,0.2931803760814608,0.2931803760814608,0.19086755231467026
A,AMZN,2024-06-07,2024-06-10,184.07000732421875,181.49000549316406,2024-06-20,exit_a6_1_costbasis,7,-0.5209584168721906,False,ohlcv,-0.15891603531993162,0.5813949362147585,5.089139653306364,1.2248008374585262,1.9418569578254468,5.3410810075525035,0.74031097153469
A,AMZN,2024-11-29,2024-12-02,209.9600067138672,201.7899932861328,2025-01-08,exit_a6_1_costbasis,25,1.593637003903407,False,ohlcv,2.0893468800776946,2.1419793437050596,1.8310852959303736,2.0893468800776946,2.484694544571653,2.811499168892292,0.05263246362736492
A,AMZN,2024-12-03,2024-12-04,215.9600067138672,209.50999450683594,2025-01-08,exit_a6_1_costbasis,23,1.0874453405187532,False,ohlcv,1.4077471919149862,2.355032315451801,2.029452955704647,1.716274591443739,2.6310005961562117,2.6310005961562117,0.947285123536815
A,AMZN,2025-07-21,2025-07-22,229.67999267578125,222.97999572753906,2025-08-04,structure_stop_C,9,-1.867117085068925,False,ohlcv,0.4641794070021932,-2.6910458196592506,-1.2507452897007683,0.4641794070021932,0.6611955152804316,0.6611955152804316,-3.1552252266614436
A,AMZN,2025-12-01,2025-12-02,235.00999450683594,230.22000122070312,2025-12-05,structure_stop_C,3,-1.0281845678953372,False,ohlcv,-1.695199686541347,-2.603344196077307,-1.3736975060286636,-0.12317268577362805,-0.12317268577362805,-0.12317268577362805,-0.9081445095359602
A,AMZN,2025-12-02,2025-12-03,233.35000610351562,232.25,2025-12-05,structure_stop_C,2,-2.966664253017057,False,ohlcv,-4.9363434595644335,-9.809044250242753,-1.1,-0.8818143986683312,-0.8818143986683312,-0.8818143986683312,-4.872700790678318
A,AMZN,2026-01-23,2026-01-26,239.97999572753906,230.89999389648438,2026-02-05,exit_a6_1_costbasis,8,-1.6861199310329757,False,ohlcv,-0.07488904610741312,-3.2665178879016983,-4.536342966422269,0.5176207048954151,0.5176207048954151,0.5176207048954151,-3.1916288417942855
A,AMZN,2026-01-26,2026-01-27,239.69000244140625,234.57000732421875,2026-02-05,structure_stop_C,7,-2.9335357628209695,False,ohlcv,0.6386733185513673,-6.048834132036335,-7.5273525975728965,0.9746083971103641,0.9746083971103641,0.9746083971103641,-6.687507450587702
A,AMZN,2026-01-27,2026-01-28,246.3699951171875,237.5399932861328,2026-02-05,structure_stop_C,6,-2.4582510701022837,False,ohlcv,-0.8776895122199891,-4.463191419136211,-4.708946003252212,-0.3805209415172037,-0.3805209415172037,-0.3805209415172037,-3.585501906916222
A,AMZN,2026-01-28,2026-01-29,242.82000732421875,238.0800018310547,2026-02-05,structure_stop_C,5,-3.8297051966739737,False,ohlcv,-2.0738376453848657,-8.172987467848738,-8.00843095405951,0.029535701983962194,0.029535701983962194,0.029535701983962194,-6.099149822463873
A,AMZN,2026-05-22,2026-05-26,267.94000244140625,261.3699951171875,2026-06-02,structure_stop_C,5,-1.6815717603559894,False,ohlcv,-1.0167405219103889,-3.4581394052562637,-3.3363734752840406,0.9223730293655881,0.9223730293655881,0.9223730293655881,-2.4413988833458746
A,GOOGL,2007-06-18,2007-06-19,12.750056446911053,12.37004248225903,2007-07-24,exit_a6_1_costbasis,24,-0.3409953088931921,False,ohlcv,0.8753249362686192,1.068537271734635,1.91448808287769,0.8753249362686192,1.068537271734635,1.91448808287769,0.19321233546601582
A,GOOGL,2007-06-21,2007-06-22,12.809833795383692,12.558313249373434,2007-07-24,exit_a6_1_costbasis,21,-0.7530999279622645,False,ohlcv,0.8471489602933986,2.266308963429634,3.5246998153717866,1.3649082089669093,2.4862276337064664,3.5246998153717866,1.4191600031362352
A,GOOGL,2012-12-31,2013-01-02,17.84526569759816,17.264330525193305,2013-01-17,exit_a6_1_costbasis,11,-0.10373261565249338,False,ohlcv,0.5926551795788685,0.2352714027095529,0.9427829997102469,0.7920626603384194,0.9419293577410779,0.9427829997102469,-0.35738377686931555
A,GOOGL,2013-06-28,2013-07-01,21.988460353355617,21.684346511128837,2013-08-07,exit_a6_1_costbasis,26,0.6283275354979003,False,ohlcv,1.5203598542541563,3.1190353642103688,1.9779396228493802,1.5203598542541563,3.1190353642103688,3.1190353642103688,1.5986755099562127
A,GOOGL,2013-07-05,2013-07-08,22.30496803238852,21.791253078764004,2013-08-07,exit_a6_1_costbasis,22,-0.24476820234182795,False,ohlcv,1.148719610365267,-0.12602570029598778,-0.6692310954400148,1.148719610365267,1.2303207161072522,1.2303207161072522,-1.2747453106612547
A,GOOGL,2013-08-01,2013-08-02,22.409894846690207,21.85004416267799,2013-08-07,exit_a6_1_costbasis,3,-0.41220424198988753,False,ohlcv,-0.4776250977583559,-1.939738822057171,-1.3172322285314337,0.13868095942643985,0.13868095942643985,0.13868095942643985,-1.4621137242988151
A,GOOGL,2013-08-05,2013-08-06,22.440905824487594,22.304723435554752,2013-08-07,structure_stop_C,1,-1.9225306418664518,False,ohlcv,-3.4936113731472793,-7.111011494013765,-6.976233303989457,-1.479025477386454,-1.479025477386454,-1.479025477386454,-3.6174001208664857
A,GOOGL,2013-11-14,2013-11-15,25.67002282644291,24.929097865562532,2014-01-28,exit_a6_1_costbasis,48,2.4913113339681154,True,ohlcv,-0.026780053095988045,0.8275901586270369,1.1717508589427306,-0.026780053095988045,0.9454355685173207,1.1717508589427306,0.854370211723025
A,GOOGL,2014-08-18,2014-08-19,29.517757833116164,28.78277909660227,2014-08-28,exit_a6_1_costbasis,7,-1.0900667388188943,False,ohlcv,-0.3385011646616161,-0.4693179250042163,-0.24409635385911835,0.10249578731242466,0.10249578731242466,0.40729113144221085,-0.1308167603426002
A,GOOGL,2016-09-21,2016-09-22,40.14403327966249,39.451674724733486,2016-10-06,exit_a6_1_costbasis,10,-0.48174829157299787,False,ohlcv,0.004295041697301369,-0.6277737794355733,0.12670434616394663,0.4259148466080047,0.4259148466080047,0.4259148466080047,-0.6320688211328748
A,GOOGL,2016-10-10,2016-10-11,40.350700632667106,39.49082997819199,2016-11-03,structure_stop_C,17,-1.7570293958046506,False,ohlcv,-0.4224883324668871,1.2432324068907408,-0.246111899104325,-0.13832605447377413,1.2432324068907408,1.2432324068907408,1.6657207393576279
A,GOOGL,2016-10-14,2016-10-17,39.945289318829516,39.580036173829214,2016-11-03,structure_stop_C,13,-3.0253026058138945,False,ohlcv,2.4519031203554253,1.841306157700072,-3.377238319756146,2.829118861618186,4.036735610350965,4.036735610350965,-0.6105969626553532
A,GOOGL,2017-02-17,2017-02-21,42.02684195425863,41.495051022567885,2017-03-23,exit_a6_1_costbasis,22,-0.6941174271145549,False,ohlcv,0.1565683955053328,-0.0671095257381469,1.546108839481808,0.31406542708835633,0.8163902872935116,1.546108839481808,-0.22367792124347968
