module,symbol,signal_date,entry_date,entry_price,stop_price,exit_date,exit_reason,holding_bars,r_net,is_tail,src,r_at_5,r_at_10,r_at_15,peak_r_at_5,peak_r_at_10,peak_r_at_15,slope5_r_at_10
A,000001.SZ,2021-05-19,2021-05-20,20.974,20.964,2021-06-15,structure_stop_C,17,-8.097399999998643,False,ohlcv,159.99999999997513,47.99999999999254,123.99999999998046,159.99999999997513,159.99999999997513,159.99999999997513,-111.99999999998259
A,000001.SZ,2021-06-09,2021-06-10,22.224,20.944,2021-06-15,structure_stop_C,2,-1.0407999999999984,False,ohlcv,-1.218749999999998,-1.2343750000000004,-1.1406249999999996,-0.35937500000000033,-0.35937500000000033,-0.35937500000000033,-0.01562500000000243
A,000016.SS,2019-11-18,2019-11-19,2973.57,2949.47,2019-11-22,structure_stop_C,3,-0.9864551867219847,False,ohlcv,-0.9261410788381671,-3.075933609958464,-1.6817427385891945,1.127800829875495,1.127800829875495,1.127800829875495,-2.1497925311202972
A,000016.SS,2020-01-13,2020-01-14,3097.72,3054.88,2020-01-17,structure_stop_C,3,-1.091916900093372,False,ohlcv,-0.7406629318394082,-7.0742296918768,-5.085434173669497,-0.39962651727357645,-0.39962651727357645,-0.39962651727357645,-6.333566760037392
A,000016.SS,2020-01-20,2020-01-21,3048.95,3042.59,2020-01-22,structure_stop_C,1,-8.67750786163567,False,ohlcv,-39.982704402517776,-26.586477987422704,-19.5833333333343,-4.885220125786369,-4.885220125786369,-4.885220125786369,13.396226415095072
A,000016.SS,2020-08-14,2020-08-17,3300.9,3230.17,2020-08-21,exit_a6_1_costbasis,4,-0.23711155096847444,False,ohlcv,-0.22861586314152507,0.954898911353032,0.11748904283896427,0.9606956029973109,0.9606956029973109,0.9606956029973109,1.1835147744945569
A,000016.SS,2020-08-24,2020-08-25,3312.03,3261.55,2020-09-08,structure_stop_C,10,-0.9515061410459666,False,ohlcv,0.6311410459587888,-1.1608557844691034,-0.35419968304279126,1.1174722662440537,1.1174722662440537,1.1174722662440537,-1.7919968304278924
A,000016.SS,2020-11-06,2020-11-09,3382.8,3339.47,2020-11-16,structure_stop_C,5,-0.772970228479107,False,ohlcv,-1.0267712900992347,0.6722824832679298,2.6738979921532113,0.8188322178629057,0.8188322178629057,2.6738979921532113,1.6990537733671647
A,000016.SS,2020-11-17,2020-11-18,3377.84,3344.4,2021-02-25,exit_a6_1_costbasis,65,13.857720095693754,True,ohlcv,1.9401913875597951,5.268241626794252,3.624999999999988,2.7499999999999964,5.268241626794252,5.268241626794252,3.328050239234457
A,000016.SS,2020-12-14,2020-12-15,3466.49,3404.93,2021-02-25,exit_a6_1_costbasis,46,6.086151884340486,True,ohlcv,0.9059454191033217,0.9316114359974077,3.522904483430808,1.1866471734892827,1.1866471734892827,3.522904483430808,0.02566601689408591
