symbol,group,module,variant,signal_date,signal_pos,reward_risk,trend_stage,rv_pct,mom_20,mom_121,ivol_60,fwd_20,fwd_60,vol_up,adx14,mkt_rv_pct_stock,year,regime,mkt_rv_pct_sector,regime_sector
000001.SS,cn_index,C,v3,2018-01-02,330,0.9968135953266045,2,0.819935691318328,0.011696206815283938,0.05743235705657179,0.17177557894183504,0.0417163182840401,-0.06322554825838544,True,25.545494663865846,0.7556270096463023,2018,mid,0.35691318327974275,mid
000001.SS,cn_index,C,v1,2018-02-12,359,4.7368421052631415,0,1.0,-0.07516808435151534,0.08271602599321759,0.2221221196868381,0.03966862494570611,0.012418638420103267,True,37.19571140789047,1.0,2018,high,1.0,high
000001.SS,cn_index,C,v2,2018-03-09,373,0.11790696722988044,1,0.9971751412429378,-0.044744777705887695,0.06331495837099332,0.21186506137941513,-0.0353323234064169,-0.05977013579586177,False,25.242089055374247,0.9774011299435028,2018,high,0.963276836158192,high
000001.SS,cn_index,C,v1,2018-04-18,399,2.6004419445560325,0,0.9473684210526315,-0.05728444003964317,-0.005093378607809784,0.23908613595009023,0.03296241185223536,-0.08971986802096144,False,26.148115024078397,0.9315789473684211,2018,high,0.9421052631578948,high
000001.SS,cn_index,C,v2,2018-05-07,410,0.8862344769522211,2,0.9104859335038363,3.188135036635842e-06,0.010752413301677866,0.23659830854170286,-0.014490027545398854,-0.0829677616812895,False,26.546798903945252,0.7774936061381074,2018,mid,0.6624040920716112,mid
000001.SS,cn_index,C,v1,2018-05-31,428,2.2814393243987596,0,0.8753056234718827,-0.001738227459479047,-0.003057629027091613,0.18108373228314018,-0.08013322694130443,-0.11825021725295348,True,17.53530984910688,0.5696821515892421,2018,mid,0.5574572127139364,mid
000001.SS,cn_index,C,v1,2018-08-20,484,2.3730158730158974,0,0.9139784946236559,-0.05632724144442813,-0.1362510952292273,0.19854371177991695,-0.017298691480727935,-0.019499938854239618,False,37.05443861811062,0.9591397849462365,2018,high,0.832258064516129,high
000001.SS,cn_index,C,v1,2018-09-18,505,1.6431266846361303,0,0.7448559670781894,-0.012392870076047169,-0.19819640469469624,0.19424450935232235,-0.03579695920294812,-0.055701031500583253,False,28.68642224201844,0.7325102880658436,2018,mid,0.4567901234567901,mid
000001.SS,cn_index,C,v1,2018-12-24,568,4.195974576271159,0,0.7213114754098361,-0.018945496756360036,-0.21376733184792773,0.19354618804808943,0.02136517069580246,0.1961646372590531,False,13.43572501481559,0.7213114754098361,2018,mid,0.6411657559198543,mid
000001.SS,cn_index,C,v1,2019-06-10,676,2.767201068804267,0,0.6590563165905632,-0.02962700861796197,-0.09242988571610489,0.15634194317738506,0.02848046898283041,0.02523727880566451,False,25.86114948320853,0.5829528158295282,2019,mid,0.7579908675799086,mid
000001.SS,cn_index,C,v1,2019-11-18,785,3.9470330545599928,0,0.3558201058201058,-0.01034827630782209,0.10231369797743706,0.1346865178153235,0.02584559329025171,0.022755396672624828,False,13.886045912008607,0.17592592592592593,2019,mid,0.2724867724867725,mid
000001.SS,cn_index,C,v1,2019-12-03,796,1.8002191380569972,0,0.2923280423280423,-0.03572049365548413,0.12458756165315488,0.14601336433318812,0.057343917911741205,0.06481783201026103,False,19.7343988327093,0.21164021164021163,2019,low,0.10449735449735449,low
000001.SS,cn_index,C,v1,2020-01-22,831,1.2191629955947145,4,0.4074074074074074,0.02617444714149686,0.16869157035225446,0.13589231098109064,-0.022680715510904226,-0.08240463938577136,False,25.086511529932164,0.2830687830687831,2020,low,0.10185185185185185,low
000001.SS,cn_index,C,v1,2020-02-06,836,1.4382034870889402,0,0.9828042328042328,-0.06019763156859392,0.1876748292728665,0.15911464162648456,0.07157484188089325,0.00405719847480035,True,33.47966059778089,0.9828042328042328,2020,high,0.9880952380952381,high
000001.SS,cn_index,C,v3,2020-03-02,853,0.30795351116712283,2,0.8478835978835979,0.08167158788470141,0.08066120623302697,0.19147255893557374,-0.0753030195931913,-0.03991342778187301,True,19.393937383857264,0.9246031746031746,2020,high,0.906084656084656,high
000001.SS,cn_index,C,v1,2020-03-24,869,5.335456475583862,0,0.9603174603174603,-0.09645044058346197,-0.009502305322009796,0.2357505929754949,0.044643775436740585,0.08919572148513821,False,31.710168756545396,0.9933862433862434,2020,high,0.9841269841269841,high
000001.SS,cn_index,C,v3,2020-04-14,883,1.4461880782292993,2,0.8174603174603174,0.013634489558125074,-0.0892422311661768,0.24726454467713888,0.014565235845052538,0.20774030163266444,False,28.960916491002898,0.873015873015873,2020,high,0.8095238095238095,high
000001.SS,cn_index,C,v1,2020-06-16,925,0.6081016299137108,3,0.4748677248677249,0.011443534420302326,0.004590745838981558,0.17630152800903456,0.09494329325488193,0.10337511725078885,True,14.852110200107735,0.4351851851851852,2020,mid,0.2724867724867725,mid
000001.SS,cn_index,C,v1,2020-08-28,976,0.055714600308301436,4,0.5634920634920635,0.028338282965912454,0.16727750550465226,0.15625147621100346,-0.054171648828812424,-0.003540150595949698,False,17.222296518395083,0.3968253968253968,2020,mid,0.5357142857142857,mid
000001.SS,cn_index,C,v1,2020-09-29,998,7.72994488671161,0,0.4669312169312169,-0.054608999563128036,0.14020925953285968,0.15992964408452315,0.01646218164224833,0.058954335123869495,False,15.446712481817665,0.37433862433862436,2020,mid,0.5701058201058201,mid
