,S0,S2_v1,S3
2023-07-31,19679059.620450795,6766340.832440261,2761653.4771748376
2023-08-31,19330417.723987296,6755491.5774074355,2829374.101184624
2023-09-30,18388651.99962833,6492690.479359902,2695800.302725006
2023-10-31,17984475.152365413,6385292.844566034,2636547.45117135
2023-11-30,19588317.49588087,6822808.669471106,2743420.8518526694
2023-12-31,20454693.718370356,6916086.37683305,2743420.8518526694
2024-01-31,20779835.5487445,6960991.593603212,2743420.8518526694
2024-02-29,21854581.95538118,7103164.600600845,2743420.8518526694
2024-03-31,22532484.42319697,7190793.65730896,2743420.8518526694
2024-04-30,21594793.467492543,7090801.357703111,2799822.1906060223
2024-05-31,22631801.150870875,7292514.054092761,2799822.1906060223
2024-06-30,23416441.199449822,7443725.719889216,2799822.1906060223
2024-07-31,23681546.15065494,7523626.452461395,2799822.1906060223
2024-08-31,24222307.31681143,7715322.783323806,2799822.1906060223
2024-09-30,24711522.450095996,7822566.439228812,2799822.1906060223
2024-10-31,24466958.855777323,7760118.671337984,2799822.1906060223
2024-11-30,25868947.294720575,8041400.542036427,2799822.1906060223
2024-12-31,25222478.75652551,7883468.055050546,2756499.061338549
2025-01-31,25903896.916309938,8112537.902904487,2833634.2132059736
2025-02-28,25534971.21514114,8043781.957267431,2833634.2132059736
2025-03-31,24065569.016263217,7747298.376569232,2802042.9713799222
2025-04-30,23882070.41591798,7737876.515512169,2780677.5524692805
2025-05-31,25351386.764068853,8025084.002331145,2819870.5698237047
2025-06-30,26608988.93755799,8182976.173641926,2819870.5698237047
2025-07-31,27185514.26025072,8253734.735448672,2819870.5698237047
2025-08-31,27703845.353525706,8343404.315186193,2819870.5698237047
2025-09-30,28682447.321548928,8487930.987940565,2819870.5698237047
2025-10-31,29333162.32985263,8643073.324127376,2852516.383915114
2025-11-30,29371284.24050244,8686677.974834254,2913764.5042514834
2025-12-31,29355889.73939855,8688208.08004274,2896804.4493795712
2026-01-31,29756978.0544079,8753930.454155235,2896804.4493795712
2026-02-28,29499034.31019072,8723851.153411621,2896804.4493795712
2026-03-31,27996569.111798327,8416676.775058676,2822924.833529854
2026-04-30,30914746.301940672,9051888.084389037,2976113.8573304163
2026-05-31,32505939.273697615,9329840.511444006,2976113.8573304163
2026-06-30,32159868.71120522,9274207.043477261,2976113.8573304163
2026-07-31,32118530.53917136,9269771.544317689,2976113.8573304163
2026-08-31,33388051.306279015,9415630.62528136,2976113.8573304163
