,S0,S2_v1,S3
2021-08-05,969857.735567284,989949.981083612,1003026.1019024109
2021-08-06,964544.6225063548,985608.3828755129,997531.284583298
2021-08-09,977087.5673938309,995757.3665642138,1009997.9366565731
2021-08-10,988374.2579574205,1002659.4740846277,1009997.9366565731
2021-08-11,982923.9564367846,999326.471651172,1009997.9366565731
2021-08-12,974694.6086895171,994294.0095087484,1009997.9366565731
2021-08-13,969330.5399149823,991013.740662877,1009997.9366565731
2021-08-16,968368.2608618962,990424.2454846282,1009997.9366565731
2021-08-17,948050.6499793236,977956.0081643008,1009997.9366565731
2021-08-18,959190.3529075134,984792.0707599157,1009997.9366565731
2021-08-19,952899.2821123888,980931.4513137646,1009997.9366565731
2021-08-20,934698.2931795778,969762.1139940114,1009997.9366565731
2021-08-23,947752.7550382462,977770.6701178624,1009997.9366565731
2021-08-24,958043.8493513926,984140.9114058402,1009997.9366565731
2021-08-25,959958.6082818713,985326.1572139442,1009997.9366565731
2021-08-26,941036.4000180304,973613.2111778699,1009997.9366565731
2021-08-27,946020.2607756635,976698.2470939483,1009997.9366565731
2021-08-30,943321.5677897176,975027.1941723512,1009997.9366565731
2021-08-31,941820.3340734977,974096.178978475,1009997.9366565731
2021-09-01,954333.8814338938,981856.664635,1009997.9366565731
2021-09-02,954324.0822582004,981850.5875123246,1009997.9366565731
2021-09-03,949159.91666781,978647.9438623728,1009997.9366565731
2021-09-06,966929.7418701138,989665.2697568606,1009997.9366565731
2021-09-07,978512.3675396426,996778.2723543692,1009997.9366565731
2021-09-08,974455.5088025995,994286.9161146327,1009997.9366565731
2021-09-09,974040.0237532019,994031.762721964,1009997.9366565731
2021-09-10,982567.2664415471,999268.4250403668,1009997.9366565731
2021-09-13,978283.0668284184,996536.3975053775,1009997.9366565731
2021-09-14,963682.2950453408,990586.5138583155,1009997.9366565731
2021-09-15,953914.4767142187,986606.0816305359,1009997.9366565731
2021-09-16,942229.9396174793,981844.5774286857,1009997.9366565731
2021-09-17,951684.1843264144,985697.226920421,1009997.9366565731
2021-09-22,944987.4276575856,982865.9198097087,1009997.9366565731
2021-09-23,951147.1894984194,986710.3204295053,1009997.9366565731
2021-09-24,950408.3316511415,986249.1880611747,1009997.9366565731
2021-09-27,955884.1110285802,989665.3140093724,1009997.9366565731
2021-09-28,957150.1645281599,990451.7928182546,1009997.9366565731
2021-09-29,947370.5871862059,984376.6701304491,1009997.9366565731
2021-09-30,953730.252211184,988327.3260667075,1009997.9366565731
2021-10-08,966186.9643525586,995967.1722763502,1009997.9366565731
2021-10-11,967411.8613142262,996877.5548955164,1010772.736399903
2021-10-12,957152.1243632986,990533.5811194398,1010772.736399903
2021-10-13,968180.1166885841,997352.5955297517,1010772.736399903
2021-10-14,962986.5535711135,994141.2238952526,1010772.736399903
2021-10-15,966612.2485776496,996383.1248476388,1010772.736399903
2021-10-18,955376.5137276652,989335.2535779524,1010772.736399903
2021-10-19,964771.9633824403,997119.5712830583,1020712.9685709983
2021-10-20,962314.3301185505,995083.373034789,1018112.8327465191
2021-10-21,965810.6760059345,997980.1654390253,1021811.9095494464
2021-10-22,972025.313230651,1003129.1165118016,1028386.894158237
2021-10-25,975903.8269700754,1006340.8017252302,1032490.2983022918
2021-10-26,972685.7776723823,1003686.0647948053,1029085.6547426467
2021-10-27,959958.6082818713,993186.7580797139,1015620.5175463404
2021-10-28,953291.2491401224,987686.5053164341,1008566.5605488298
2021-10-29,962037.9933639984,994902.151431225,1017820.472976781
2021-11-01,958494.6114332861,991977.5951403556,1014071.6328087917
2021-11-02,948530.8095882975,983728.0902374848,1003530.0933098665
2021-11-03,944858.0785384333,980687.2617189991,999644.4038879572
2021-11-04,954192.7733039097,988415.8989834315,1009520.358379181
2021-11-05,949020.7683729646,984133.7503920319,1004048.461695927
2021-11-08,950163.3522588081,985079.0606621014,1005257.2967722199
2021-11-09,949881.1359988397,984844.9909964014,1004958.716581849
2021-11-10,944873.7572195426,980691.8799140174,999660.9916763111
2021-11-11,960054.640203666,993282.8773481257,1015722.1177500081
2021-11-12,958039.9296811152,991611.8800124346,1013590.5869465276
2021-11-15,956865.988433053,990538.595209812,1011842.40200538
2021-11-16,957050.2129360877,990653.031192547,1011842.40200538
2021-11-17,957526.4528747841,990948.8603819576,1011842.40200538
2021-11-18,948093.7663523745,985089.4945851138,1011842.40200538
2021-11-19,958371.1418195502,991473.5615368381,1011842.40200538
2021-11-22,962749.4135193346,994192.4814174923,1011842.40200538
2021-11-23,962935.5978575083,994307.8405389143,1011842.40200538
2021-11-24,963584.3032884074,994709.7760040788,1011842.40200538
2021-11-25,959621.5166380203,992254.4481776049,1011842.40200538
2021-11-26,952505.3552495164,987845.3011262075,1011842.40200538
2021-11-29,950798.3388437364,986690.4421047503,1011842.40200538
2021-11-30,946998.2185098589,985112.8576167368,1011842.40200538
2021-12-01,949314.7436437648,986074.5414046852,1011842.40200538
2021-12-02,951727.3006994651,987076.0919486484,1011842.40200538
2021-12-03,960519.1211315305,990725.934142165,1011842.40200538
2021-12-06,958872.8596150492,990041.4789808693,1011842.40200538
2021-12-07,964650.4536038429,992427.6404255817,1011842.40200538
2021-12-08,979119.9164326298,998403.5664589303,1011842.40200538
2021-12-09,995339.5120402471,1005102.3019122678,1011842.40200538
2021-12-10,990720.1806184064,1003194.5059403591,1011842.40200538
2021-12-13,996340.9877961066,1005511.2714860546,1011842.40200538
2021-12-14,989657.9499732482,1002813.4397327886,1011842.40200538
2021-12-15,981073.8720658817,999348.1895629042,1011842.40200538
2021-12-16,986724.076770662,1001629.0836815746,1011842.40200538
2021-12-17,971051.2751667331,995302.2330860118,1011842.40200538
2021-12-20,956481.8607458741,989415.9754208416,1011842.40200538
2021-12-21,962963.0355494495,992097.7237875815,1011842.40200538
2021-12-22,963151.1797227617,992175.5731505109,1011842.40200538
2021-12-23,969871.4544132547,994956.2550826401,1011842.40200538
2021-12-24,964501.5061333041,992734.304515701,1011842.40200538
2021-12-27,964105.619435293,992569.5491596435,1011842.40200538
2021-12-28,971286.4553833732,995526.6881943939,1011842.40200538
2021-12-29,957081.5702983064,989676.9764793634,1011842.40200538
2021-12-30,964534.8233306615,992746.2995550064,1011842.40200538
2021-12-31,968231.0724021895,994268.4513616493,1011842.40200538
2022-01-04,963801.8449887997,992444.4145081276,1011842.40200538
2022-01-05,954071.2635253122,988436.5111670403,1011842.40200538
2022-01-06,944293.6460184968,984409.2342750597,1011842.40200538
2022-01-07,945105.0177659055,984743.4280279721,1011842.40200538
2022-01-10,949353.9403465381,986491.7201934357,1011842.40200538
2022-01-11,940283.823324782,982721.7409873888,1011842.40200538
2022-01-12,949653.7951227543,986616.3543374557,1011842.40200538
2022-01-13,934041.748408124,980127.232825924,1011842.40200538
2022-01-14,926361.1544996834,976934.8066140618,1011842.40200538
2022-01-17,934308.2859869828,980138.1191764609,1011842.40200538
2022-01-18,943337.2464708269,985821.8086836396,1011842.40200538
2022-01-19,936875.670018638,981754.275732659,1011842.40200538
2022-01-20,945328.4389717138,987075.2552951642,1011842.40200538
2022-01-21,936665.9676588007,981622.2690521146,1011842.40200538
2022-01-24,938122.125166831,982441.1698095452,1011842.40200538
2022-01-25,916899.0704501937,964658.8563434737,988951.5799191245
2022-01-26,923535.0722297241,970219.0108726195,996109.0573947974
2022-01-27,905420.3160430145,955041.0698469569,976570.7926849202
2022-01-28,894423.6810799476,945827.2402359007,964710.0111976196
2022-02-07,908205.2417750619,957374.4955958985,979574.5657188633
2022-02-08,903242.9392039543,952143.539307072,974222.3114458558
2022-02-09,911727.0655192486,961086.9870852433,983373.1442846591
2022-02-10,909336.0666500733,958566.542111954,980794.253995137
2022-02-11,901798.5407067557,950620.9426305848,972664.4080496446
2022-02-14,892056.2002324364,940257.1272174491,962156.487042093
2022-02-15,901543.762138729,948258.0938506908,972389.6082646956
2022-02-16,905049.9072018062,951214.8650357493,976171.2760744942
2022-02-17,907239.0430516985,953060.9876817585,978532.4403805565
2022-02-18,911566.3590378776,956710.2614529209,983199.8090356911
2022-02-21,908248.3581481127,953910.7512281102,979621.0702978547
2022-02-22,896457.989953885,944004.2313439613,966904.1817882126
2022-02-23,906041.5837819723,952056.5721407512,977240.881391296
2022-02-24,887672.0490272358,936622.095599174,957427.8168964698
2022-02-25,896314.9219887623,943884.0225754203,966749.8711397413
2022-02-28,897927.8663078861,945238.3863499786,968489.5651629186
2022-03-01,905383.0791753797,951516.8059030712,976530.6296394276
2022-03-02,897330.1165905924,944734.9904604695,967844.8425905383
2022-03-03,892044.4412216045,940283.6504145466,962143.8039750954
2022-03-04,881226.1512561564,931173.0100535923,950475.382337259
2022-03-07,853073.1194891885,907460.1117937594,920110.0061003894
2022-03-08,835946.1202123679,892884.917228319,901637.1190183149
2022-03-09,828294.9238310074,886373.6963124843,893384.6700918451
2022-03-10,841325.8676680118,897463.1194347653,907439.6221697389
2022-03-11,844006.9221377099,899744.7152884697,910331.3614452027
2022-03-14,818184.1343506185,877766.3771316592,882479.3463183672
2022-03-15,780761.0823777504,845647.6337557539,842115.4855983515
2022-03-16,814523.1623115863,874624.3078660822,878530.6847930993
2022-03-17,830519.3367133957,888353.1993787367,895783.8835989
2022-03-18,836046.0718044398,893096.5801758068,901744.9250877947
2022-03-21,834644.7896802921,891892.500536498,900233.526270575
2022-03-22,833968.6465574516,891314.4841692642,899504.2499182103
2022-03-23,838127.4167217055,894869.7036801926,903989.8279463786
2022-03-24,833186.6723371231,890645.9956749851,898660.8259628668
2022-03-25,818146.8974829837,877788.9011759916,882439.1832728744
2022-03-28,813031.72777106,873414.2346258283,876922.0491288976
2022-03-29,810223.2840173485,871000.611781591,873892.9099609592
2022-03-30,833733.4663408115,891205.6499110196,899250.5885782574
2022-03-31,827559.9856540068,885900.0588716981,892591.978404492
2022-04-01,838056.8626567133,894921.2479531602,903913.7295443926
2022-04-06,835642.3457658743,892844.2284140673,901309.4731208755
2022-04-07,824914.2082168049,883674.2033710532,889738.2883300212
2022-04-08,829161.1709622988,887304.3539498277,894318.9893606718
2022-04-11,803546.125699906,865406.794431053,866691.0417507945
2022-04-12,819205.2084578646,878898.5098439306,883580.6593026629
2022-04-13,811320.7916950026,872105.3720334166,875076.6628807397
2022-04-14,821478.6172187196,880857.2570127589,886032.7189222082
2022-04-15,820925.9437096152,880381.0788217161,885436.6147733188
2022-04-18,816541.7925044146,876603.7362211396,880707.9446276956
2022-04-19,810372.2314878872,869980.3639852316,874053.5621429293
2022-04-20,797807.7284138858,856491.6602354208,860501.7050559423
2022-04-21,783116.8042144295,840720.1232975667,844656.3266868803
2022-04-22,786530.8370259894,844385.280360766,848338.6438051976
2022-04-25,747659.4668856455,802654.6688845922,806412.6519999716
2022-04-26,741625.1344936864,796176.4722154817,799904.1247856785
2022-04-27,763461.6176087267,819619.1702626495,823456.5802003113
2022-04-28,768472.9160583012,824999.0822090334,828861.6805858092
2022-04-29,787116.8277324511,845014.3744835539,848970.6833105803
2022-05-05,785935.0471438343,843745.6662693695,847696.0350773168
2022-05-06,766064.278672878,822413.2739250655,826263.7656957909
2022-05-09,759914.3160077374,815810.9416263747,819630.5216560208
2022-05-10,768229.8965011063,824738.1869875427,828599.5638678577
2022-05-11,779312.7642102747,836636.2714837494,840553.3545131412
2022-05-12,775847.7756851093,832916.4105837859,836816.0774378341
2022-05-13,781699.8434091724,839198.9358367785,843128.0171136637
2022-05-16,775416.6119546024,832370.2866118156,836351.0316479204
2022-05-17,785088.3983639296,840676.8538250824,846782.854253486
2022-05-18,782348.5488400715,838323.7472467344,843827.699643034
2022-05-19,783855.6620617073,839618.1241843236,845453.2460632325
2022-05-20,799142.3761433188,852747.045007724,861941.2331601753
2022-05-23,794513.2455457847,848769.6650678748,856948.3324521012
2022-05-24,775928.1289257947,832886.215020815,836902.745062318
2022-05-25,780637.6127640143,836911.094327267,841982.3133948762
2022-05-26,782570.0102107411,838562.5845462275,844066.5640714897
2022-05-27,784188.834035281,839946.084465965,845812.5996281661
2022-05-30,789621.4970396691,844588.599004494,851672.1765810795
2022-05-31,801870.4666563448,855069.9197276477,864883.7047036297
2022-06-01,800235.9641506956,853671.29229035,863120.7583909566
2022-06-02,801488.2988043046,854742.9025210852,864471.5050262063
2022-06-06,816484.9572853931,867486.3367231771,880206.3198156384
2022-06-07,819040.5823062165,869115.6605917646,880206.3198156384
2022-06-08,827013.1916503184,874198.5513106404,880206.3198156384
2022-06-09,818362.4793482373,868683.3399947314,880206.3198156384
2022-06-10,830772.1554462839,876595.0568167375,880206.3198156384
2022-06-13,821043.5338179353,870304.9834401803,880206.3198156384
2022-06-14,827503.1504349855,873044.1330559612,880206.3198156384
2022-06-15,838460.588695279,877690.5485601573,880206.3198156384
2022-06-16,832941.6929447895,875350.304228228,880206.3198156384
2022-06-17,844500.8005926542,880251.8529035542,880206.3198156384
2022-06-20,848692.8879542653,882025.9396979298,880206.3198156384
2022-06-21,847740.4080768725,881629.9824145715,880206.3198156384
2022-06-22,836971.1139898911,877153.0579864772,880206.3198156384
2022-06-23,851328.866215774,883121.7474059893,880206.3198156384
2022-06-24,861302.4672364561,887267.8927043645,880206.3198156384
2022-06-27,871001.6913377247,891297.1933159349,880206.3198156384
2022-06-28,880067.8886892035,895008.1856431686,880206.3198156384
2022-06-29,866513.6688701746,889460.1478275291,880206.3198156384
2022-06-30,878988.0195277974,894566.1716413731,880206.3198156384
2022-07-01,875403.4810591734,893098.9418604587,880206.3198156384
2022-07-04,881147.7578506096,895359.4081665173,880206.3198156384
2022-07-05,879875.824845614,895100.8924628544,880206.3198156384
2022-07-06,867025.1858413671,892489.0473643688,880206.3198156384
2022-07-07,870846.86436177,893265.7894632017,880206.3198156384
2022-07-08,867967.8665430663,892680.6437487477,880206.3198156384
2022-07-11,853433.7291547034,889635.4171035145,880206.3198156384
2022-07-12,845398.4050861641,886284.6042210406,880206.3198156384
2022-07-13,846934.91583488,886925.3450258845,880206.3198156384
2022-07-14,847054.4657783387,886975.1985834041,880206.3198156384
2022-07-15,832641.8381685732,880964.9844522544,880206.3198156384
2022-07-18,841276.871789545,884475.9231884484,880206.3198156384
2022-07-19,836720.2550921417,881601.2731381541,880206.3198156384
2022-07-20,839554.1767026559,883389.1200081436,880206.3198156384
2022-07-21,830197.9237506542,877486.5052382059,880206.3198156384
2022-07-22,830623.207975745,877754.8059095666,880206.3198156384
2022-07-25,825607.9898558934,874505.327187311,880206.3198156384
2022-07-26,832142.0802082128,877274.028854701,880206.3198156384
2022-07-27,828038.1854278418,875535.0782573661,880206.3198156384
2022-07-28,828161.6550415779,875587.3962552801,880206.3198156384
2022-07-29,817270.8511759992,870972.616661493,880206.3198156384
2022-08-01,820912.2248636446,872515.0025561209,880206.3198156384
2022-08-02,804908.2111212806,865710.9857816747,880206.3198156384
2022-08-03,797061.0312260533,862374.8012158063,880206.3198156384
2022-08-04,803834.2214652903,865254.3850968357,880206.3198156384
2022-08-05,814685.8286280958,869867.8850821537,880206.3198156384
2022-08-08,812953.3343655132,869043.3967334938,880206.3198156384
2022-08-09,814564.3188494984,870076.782306586,880206.3198156384
2022-08-10,805441.2862789981,864224.702205924,880206.3198156384
2022-08-11,821864.7047410372,874759.7035471804,880206.3198156384
2022-08-12,821396.3041428954,874459.2422917434,880206.3198156384
2022-08-15,820324.2743220441,873683.2265646032,880206.3198156384
2022-08-16,818787.7635733283,873028.5784162714,880206.3198156384
2022-08-17,826454.638635798,876295.1390747841,880206.3198156384
2022-08-18,819230.6863146673,873217.2907651528,880206.3198156384
2022-08-19,813541.2849071135,870793.2555934599,880206.3198156384
2022-08-22,819485.464882694,873325.7525707791,880206.3198156384
2022-08-23,815503.0798809204,871628.1411380721,880206.3198156384
2022-08-24,800087.0166801569,865056.58034591,880206.3198156384
2022-08-25,806715.1791191325,867882.0340198347,880206.3198156384
2022-08-26,805012.08238363,867156.0377919694,880206.3198156384
2022-08-29,801478.4996286113,865560.8740614229,880206.3198156384
2022-08-30,798787.6459832198,863817.0942111909,880206.3198156384
2022-08-31,799385.3957005137,864204.459727812,880206.3198156384
2022-09-01,792506.3743637885,859746.581159484,880206.3198156384
2022-09-02,788561.2262296496,857189.9687497849,880206.3198156384
2022-09-05,786958.081086219,856063.5967269448,880206.3198156384
2022-09-06,794180.0735722112,862349.1834409783,888284.0606516651
2022-09-07,794709.2290596515,862809.7284648017,888875.9168323237
