,S0_bh,S1_dca,v1_hedge0,v1_hedge50,v1_hedge100,v3_hedge50
2007-03-31,6033947.598205026,4656031.445128946,4904164.362959768,4831059.123797114,4757953.884634459,5007330.3340683235
2007-04-30,6295161.355730211,4857594.261037283,5116466.381944552,5043361.142781898,4970255.903619244,5226533.43147818
2007-05-31,6500064.002447619,5015705.207607353,5283001.4297367325,5209896.190574079,5136790.951411424,5398481.858902041
2007-06-30,6384256.7655981155,4926343.785823514,5188878.859665636,5115773.620502982,5042668.381340328,5301299.745446778
2007-07-31,6180076.242289056,4768790.058095969,5022930.71915966,4949825.479997006,4876720.240834352,5129957.303286946
2007-08-31,6259574.098113774,4830133.7324511,5087542.7650811765,5014437.525918523,4941332.286755868,5196669.625024213
2007-09-30,6483629.344576216,5003023.5787741905,5269644.127730591,5199469.69057489,5129295.25341919,5387716.435634307
2007-10-31,6579731.891637691,5077180.086399202,5347751.670625855,5285641.807043942,5223531.943462027,5476689.658454822
2007-11-30,6289938.013689639,4853563.724743463,5112221.0999518735,5050111.23636996,4988001.372788046,5233502.943258544
2007-12-31,6235665.229688485,4811684.708591709,5068110.783066059,5006000.919484146,4943891.0559022315,5187958.778698367
2008-01-31,5854270.541705589,4517385.556775779,4758132.471283647,4696022.607701734,4633912.744119819,4867903.289532733
2008-02-29,5650769.115069132,4360355.846768054,4592735.172207222,4530625.308625309,4468515.445043394,4697130.725833691
2008-03-31,5617092.659235302,4334369.768040845,4565364.952479771,4503255.088897858,4441145.225315943,4668870.409460997
2008-04-30,5884166.86552673,4540454.736867167,4782432.253992161,4720322.390410247,4658212.526828333,4892991.4274809435
2008-05-31,5946975.531826422,4588920.375747586,4833480.6419835845,4771370.778401671,4709260.9148197565,4945698.659778029
2008-06-30,5435759.332606882,4194445.836470256,4417984.405467401,4355874.541885488,4293764.678303573,4516700.679822043
2008-07-31,5382166.163672738,4153091.2380518476,4374425.932544052,4312316.068962138,4250206.205380224,4471726.828744381
2008-08-31,5447777.270134332,4203719.350056957,4427752.1243165545,4365642.260734641,4303532.397152727,4526785.788491103
2008-09-30,4953165.762151549,3822057.6440495066,4025751.0323459394,3963641.1687640254,3901531.3051821124,4111721.9894339936
2008-10-31,4113978.010517904,3174507.3469379363,3343690.726179948,3281580.862598034,3219470.999016121,3406839.7706576367
2008-11-30,3806050.696228129,2936898.512122433,3093418.962974991,3031309.099393077,2969199.235811164,3147900.6312513077
2008-12-31,3835820.013419661,2959869.6888998095,3117614.5444971253,3055504.6809152113,2993394.8173332983,3172933.9459868604
2009-01-31,3507253.862621223,2706335.115550582,2850568.129314772,2827327.1249463945,2804086.120578017,2936854.3366850405
2009-02-28,3121697.245145201,2408824.455136505,2537201.957873615,2513960.9535052376,2490719.94913686,2612583.6602456723
2009-03-31,3388304.1188791087,2614548.811768615,2753890.244611249,2730649.2402428715,2707408.235874494,2837105.1763238716
2009-04-30,3706550.8514232156,2860120.5158509808,3012549.514228055,3085824.0721695935,3159098.6301111327,3205119.492822491
2009-05-31,3903299.93171693,3011939.8496682392,3172459.9491277984,3264512.0186064793,3356564.0880851606,3390266.9654566995
2009-06-30,3904064.3042694135,3012529.669613181,3173081.2030981374,3281428.607377995,3389776.0116578513,3407795.084835163
2009-07-31,4193518.3746839603,3235883.8224022468,3408338.8531689416,3489408.496132302,3570478.1390956626,3623293.396441788
2009-08-31,4334253.643362064,3344480.694638733,3522723.316803798,3577738.502291415,3632753.6877790317,3714816.5110347476
2009-09-30,4489087.684715578,3463956.734757612,3648566.745668438,3703581.9311560546,3758597.116643671,3845209.1495227637
2009-10-31,4400374.331525314,3395502.0199404703,3576463.7865649336,3631478.9720525504,3686494.1575401668,3770499.68582552
2009-11-30,4652797.675098337,3590281.8064785916,3781624.2202978437,3836639.4057854605,3891654.591273077,3983076.619791253
2009-12-31,4735480.546157005,3654083.16394103,3848825.824747597,3903841.0102352137,3958856.1957228305,4052707.5460453094
2010-01-31,4560389.724972468,3518976.195257515,3706518.428338044,3761533.6138256607,3816548.799313277,3905255.7715536854
2010-02-28,4690423.259521397,3619315.1882512863,3812204.915056195,3867220.100543812,3922235.2860314287,4014762.7992947306
2010-03-31,4966203.381476715,3832117.9842429906,4036348.881435835,4085846.827332487,4135344.773229139,4241292.829564624
2010-04-30,5039500.721804483,3888677.0968067,4095922.270807262,4145420.2167039146,4194918.162600567,4303019.782603783
2010-05-31,4626383.406506108,3569899.5172452405,3760155.681422718,3809653.62731937,3859151.573216022,3955115.3019356625
2010-06-30,4377102.569825696,3377544.612705246,3557549.3357988084,3607047.2816954604,3656545.2275921125,3745184.8129093777
2010-07-31,4678150.271945917,3609844.868009507,3802229.896074888,3851727.84197154,3901225.7878681924,3998710.4836666565
2010-08-31,4456175.860631435,3438560.6759821083,3621817.2141481848,3671315.160044837,3720813.1059414893,3811775.950956015
2010-09-30,4846318.972619561,3739610.4560726006,3938911.26454883,3992186.5906506884,4045461.916752547,4144246.763428439
2010-10-31,5024934.875768756,3877437.5167368585,4084083.7370472588,4132318.8004904045,4180553.86393355,4289444.700094218
2010-11-30,5013426.519942962,3868557.2164467853,4074730.1663955646,4122965.2298387103,4171200.293281856,4279753.001371726
2010-12-31,5340803.473972734,4121174.1587660387,4340810.179527479,4389045.242970625,4437280.306413771,4555451.707179247
2011-01-31,5461749.036180132,4214500.514625338,4439110.308428626,4487345.371871771,4535580.435314917,4657305.348870562
2011-02-28,5636287.767321675,4349181.468903045,4580969.004657884,4629204.06810103,4677439.131544176,4804292.183761311
2011-03-31,5630384.810214094,4344626.5148758795,4576171.297044783,4624406.360487929,4672641.423931074,4799321.040817481
2011-04-30,5790824.768680226,4468428.301271194,4706571.026561693,4754806.090004839,4803041.153447985,4934434.671647165
2011-05-31,5712643.116253782,4408100.261260049,4643027.839271817,4691262.902714963,4739497.966158109,4868594.421970019
2011-06-30,5608344.753624479,4327619.539779809,4558257.945250755,4606493.008693901,4654728.072137047,4780760.128074892
2011-07-31,5487908.773118737,4234686.397217139,4460371.985716754,4508607.049159899,4556842.112603045,4679335.6278180005
2011-08-31,5176244.353552018,3994193.864888521,4207062.539011103,4255297.602454249,4303532.6658973945,4417040.098262594
2011-09-30,4804786.76794861,3707562.5723636006,3905155.384340393,3953390.4477835386,4001625.511226684,4104066.702450475
2011-10-31,5322372.997636048,4106952.477855544,4325830.579093385,4347834.816002867,4369839.052912352,4513100.592085106
2011-11-30,5295448.628947757,4086176.575312038,4303947.435195599,4459540.4537889,4615133.472382201,4628929.520394689
2011-12-31,5340633.44060738,4121042.95432932,4340672.000476562,4496265.0190698635,4651858.037663165,4667009.666781547
2012-01-31,5573394.602733714,4300650.627817794,4529851.775259601,4685444.793852902,4841037.812446203,4863172.465770618
2012-02-29,5799615.7010267945,4475211.730654935,4713716.024927801,4859588.141509089,5005460.258090377,5043743.811416533
2012-03-31,5981331.0843328545,4615430.472194614,4861407.654297634,5007279.770878921,5153151.887460209,5196887.0501040155
2012-04-30,5936486.3394039385,4580826.502050769,4824959.4828400165,4970831.599421304,5116703.716002592,5159093.499819056
2012-05-31,5564561.162045808,4293834.397324873,4522672.277165368,4668544.393746655,4814416.510327944,4845648.236276854
2012-06-30,5784667.27991902,4463676.940602478,4701566.49787688,4847438.614458167,4993310.731039455,5031145.815693446
2012-07-31,5857540.055227809,4519908.4420879185,4760794.829961755,4906666.946543043,5052539.063124331,5092560.389517042
2012-08-31,5973304.783735973,4609237.062762578,4854884.176150963,5000756.29273225,5146628.409313538,5190122.770461189
2012-09-30,6118074.71608039,4720947.240276435,4972547.893396077,5118420.009977364,5264292.126558652,5312129.701852628
2012-10-31,5997001.628848976,4627522.481089598,4874144.106979308,5020016.223560595,5165888.340141883,5210093.6256593345
2012-11-30,6014073.39344605,4640695.726546926,4888019.414164272,5033891.530745559,5179763.647326848,5224481.09948208
2012-12-31,6056582.253178974,4673497.235740003,4922569.063881089,5068441.180462376,5214313.297043664,5260306.049103693
2013-01-31,6362004.1673018085,4909172.805181545,5170804.84849356,5273139.839824197,5375474.831154833,5472560.564543239
2013-02-28,6432372.060838064,4963471.441306552,5227997.304096054,5330332.295426691,5432667.286757328,5531864.113421143
2013-03-31,6663858.491118648,5142095.481533165,5416141.025914032,5520112.147568006,5624083.269221979,5728649.137231399
2013-04-30,6784379.488307068,5235094.226314195,5514096.093693852,5618067.2153478265,5722038.3370018,5830219.93164341
2013-05-31,6925242.282009187,5343789.50187822,5628584.231251942,5696151.967605437,5763719.703958933,5911186.955586447
2013-06-30,6821368.484398862,5263636.391476249,5544159.399705292,5611727.136058787,5679294.872412283,5823645.826754112
2013-07-31,7158767.5574908005,5523986.795304872,5818385.052036228,5885952.788389723,5953520.524743219,6107993.722036188
2013-08-31,6934712.3110283585,5351096.9489817815,5636281.125204782,5703848.861558277,5771416.597911773,5919167.958009438
2013-09-30,7141016.696221124,5510289.532127723,5803957.799861215,5871525.53621471,5939093.272568206,6093033.929778248
2013-10-31,7459475.71127472,5756025.041749223,6062789.664286472,6130382.070263696,6197974.476240921,6361445.400445533
2013-11-30,7668710.061653404,5917478.501347395,6232847.707709133,6300440.113686357,6368032.519663583,6537780.642287407
2013-12-31,7849406.281556153,6056910.816293818,6379711.000256066,6447303.40623329,6514895.812210516,6690064.966437797
2014-01-31,7570101.596030584,5841388.328334897,6152702.345829604,6220294.751806828,6287887.157784053,6454676.94730718
2014-02-28,7896501.894998384,6093251.645170074,6417988.59598201,6485581.001959234,6553173.4079364585,6729755.468360626
2014-03-31,7951241.752359855,6135491.073509276,6462479.154168462,6530071.560145686,6597663.966122911,6775888.266195948
2014-04-30,8000545.725974062,6173535.960008762,6502551.624442199,6570144.030419423,6637736.436396648,6817439.895243911
2014-05-31,8168799.443330383,6303367.150290214,6639302.105041681,6706894.511018905,6774486.91699613,6959238.122385509
2014-06-30,8324483.133116261,6423498.812579158,6765836.126008556,6827699.559237746,6889562.992466935,7084502.33785366
2014-07-31,8198951.335593962,6326633.537050207,6663808.462599869,6725671.895829058,6787535.329058248,6978708.619781665
2014-08-31,8507685.271580355,6564864.792913068,6914736.137701977,6976599.570931166,7038463.004160356,7238898.5607183445
2014-09-30,8375698.426907482,6463018.548951144,6807462.047563448,6869325.480792637,6931188.914021826,7127664.759321897
2014-10-31,8570026.86451973,6612970.019606038,6965405.109120553,7027268.542349743,7089131.975578932,7291437.829953423
2014-11-30,8780280.378301725,6775209.905797466,7136291.491360342,7196796.163792975,7257300.836225609,7467223.070830107
2014-12-31,8743503.405522216,6746831.346167782,7106400.510158773,7172833.060197904,7239265.610237035,7442375.43891177
2015-01-31,8472098.01396392,6537404.264326885,6885812.113563129,6952244.66360226,7018677.213641391,7213644.66277007
2015-02-28,8937152.746461863,6896258.799102857,7263791.62672583,7330224.176764961,7396656.7268040925,7605576.191108102
2015-03-31,8781681.079988271,6776290.742346285,7137429.930568825,7203862.480607957,7270295.030647088,7474550.2201928925
2015-04-30,8856508.202209817,6834030.294826931,7198246.684495293,7264679.234534424,7331111.784573555,7537611.847833801
2015-05-31,8949425.215642937,6905728.719331109,7273766.241759744,7340198.791798875,7406631.341838006,7615918.990065945
2015-06-30,8761382.828604722,6760627.812699523,7120932.252683047,7187364.802722178,7253797.35276131,7457443.578476526
2015-07-31,8934350.306299958,6894096.325978166,7261513.905644757,7327946.455683888,7394379.005723019,7603214.394573249
2015-08-31,8375231.353547164,6462658.136763696,6807082.428531254,6873514.978570385,6939947.528609516,7132008.899043469
2015-09-30,8153766.523934338,6291767.158032925,6627083.897152597,6693516.447191728,6759948.9972308595,6945366.2458721865
2015-10-31,8830391.492006958,6813877.613357836,7177019.978471346,7243452.528510477,7309885.078549609,7515601.616715439
2015-11-30,8834849.683903437,6817317.729686424,7180643.434147687,7247075.984186818,7313508.534225949,7519358.82170984
2015-12-31,8679973.134208584,6697808.888458366,7054765.426615729,7121197.97665486,7187630.526693991,7388834.393972954
2016-01-31,8239591.901885617,6357993.39749349,6696839.6321914,6763272.182230531,6829704.732269662,7017696.810857423
2016-02-29,8205575.897715486,6331745.309906371,6669192.665319617,6735625.215358748,6802057.765397879,6989029.336750142
2016-03-31,8747070.995828213,6749584.239257705,7109300.120736177,7154613.154972879,7199926.189209582,7423482.995477142
2016-04-30,8770682.824258538,6767804.055366366,7128490.953237563,7192293.364880351,7256095.776523139,7462554.060555958
2016-05-31,8905090.052415676,6871517.962483891,7237732.24347269,7301534.655115478,7365337.066758266,7575827.674756924
2016-06-30,8913201.88808964,6877777.374147814,7244325.247490028,7308127.659132816,7371930.070775604,7582664.040309527
2016-07-31,9230599.231398586,7122693.656066878,7502294.225614732,7572487.310248101,7642680.39488147,7856781.757761256
2016-08-31,9219344.888832012,7114009.362404828,7493147.106671967,7563340.191305336,7633533.275938705,7847296.999571902
2016-09-30,9207964.058030233,7105227.465442293,7483897.182707458,7554090.267340827,7624283.351974195,7837705.641612939
2016-10-31,9029093.104833009,6967203.598122959,7338517.399337419,7408710.483970788,7478903.568604156,7686959.587088745
2016-11-30,9337658.04424286,7205304.449576154,7589307.721886498,7659500.806519867,7729693.891153235,7947007.10374308
2016-12-31,9507610.540069504,7336446.484184209,7727438.90855956,7797631.993192929,7867825.077826297,8090237.000741265
2017-01-31,9677648.052578822,7467654.121010623,7865639.193689859,7935832.278323228,8006025.362956597,8233538.546764925
2017-02-28,10037638.753908962,7745437.1143275965,8158226.498890262,8228419.583523631,8298612.668157,8536925.859913979
2017-03-31,10033732.13366107,7742422.612391291,8155051.340513813,8225244.425147182,8295437.50978055,8533633.49981656
2017-04-30,10124950.887018275,7812810.592582393,8229190.614472583,8299383.699105951,8369576.783739321,8610509.409076417
2017-05-31,10242159.862343136,7903253.650942105,8324453.792407147,8394646.877040517,8464839.961673884,8709288.949685028
2017-06-30,10291463.317562936,7941298.137428064,8364525.841619887,8434718.926253257,8504912.010886624,8750840.141848689
2017-07-31,10490591.050591186,8094952.933312034,8526369.596422791,8596562.68105616,8666755.76568953,8918657.887345117
2017-08-31,10496323.455939006,8099376.2828889545,8531028.686301608,8601221.770934977,8671414.855568346,8923488.953953033
2017-09-30,10698933.762590574,8255718.369644489,8695702.949858887,8765896.034492256,8836089.119125625,9094241.688188111
2017-10-31,10936323.14997874,8438897.363898266,8888644.381074857,8958837.465708226,9029030.550341595,9294304.990222532
2017-11-30,11243443.842571896,8675883.77766641,9138260.87251502,9208453.95714839,9278647.041781759,9553135.347212402
2017-12-31,11353985.229039488,8761181.862047251,9228104.877541162,9298297.962174531,9368491.0468079,9646295.681932876
2018-01-31,11991837.405867316,9253373.705665149,9746527.850258762,9816720.934892131,9886914.0195255,10183854.728316683
2018-02-28,11524786.854904087,8892979.118811844,9366926.20612248,9437119.29075585,9507312.375389218,9790241.195417205
2018-03-31,11214948.738831706,8653895.834137367,9115101.092043074,9185294.176676443,9255487.261309812,9529120.690917958
2018-04-30,11245439.66103718,8677423.829743743,9139883.000931863,9210076.085565232,9280269.1701986,9554817.351773849
2018-05-31,11488434.965537963,8864928.570273956,9337380.717004906,9407573.801638275,9477766.886271644,9759605.12064658
2018-06-30,11544066.979673138,8907856.421892403,9382596.387961235,9452789.472594604,9522982.557227973,9806489.796365084
2018-07-31,11959902.236845145,9228731.272373721,9720572.110261058,9790765.194894427,9860958.279527796,10156940.907796325
2018-08-31,12321847.285088044,9508022.3166859,10014747.837313797,10084940.921947166,10155134.006580535,10461975.27476269
2018-09-30,12374760.838955179,9548852.497370962,10057754.04296677,10127947.127600139,10198140.212233508,10506568.929203212
2018-10-31,11515910.905874843,8886130.087209744,9359712.158492351,9429905.24312572,9500098.327759089,9782760.862403933
2018-11-30,11721577.66594753,9044830.653717993,9526870.595983883,9597063.680617252,9667256.765250621,9956089.466481684
2018-12-31,10645807.667016746,8214724.18341353,8652523.997289704,8722717.081923073,8792910.166556442,9049498.350495966
2019-01-31,11483466.673545424,8861094.840635216,9333342.670622526,9403535.755255895,9473728.839889264,9755488.197344052
2019-02-28,11824857.38356793,9124525.348618502,9610812.581975667,9623662.268341558,9636511.95470745,9983753.210258259
2019-03-31,12036809.15742584,9288075.679123007,9783079.249394994,9795928.935760885,9808778.622126777,10162388.907121627
2019-04-30,12510018.233939085,9653222.426672079,10167686.318822796,10180536.005188687,10193385.691554578,10561215.638346264
2019-05-31,11687137.615152828,9018255.355066132,9498878.979766063,9511728.666131955,9524578.352497846,9867681.207864046
2019-06-30,12492733.92763532,9639885.175668852,10153638.265383994,10166487.951749885,10179337.638115777,10546648.201399768
2019-07-31,12656740.439618634,9766439.055127036,10286936.773531295,10302371.621520957,10317806.46951062,10687555.751336986
2019-08-31,12427759.40950499,9589748.280274384,10100829.348045127,10116264.19603479,10131699.044024453,10494567.577006988
2019-09-30,12641282.955203611,9754511.451791476,10274373.494260762,10289808.342250424,10305243.190240087,10674527.983510502
2019-10-31,12899566.747542879,9953813.391247584,10484297.135591261,10499731.983580923,10515166.831570586,10892212.90491139
2019-11-30,13338758.78309718,10292711.251182485,10841256.395449925,10856691.243439587,10872126.09142925,11262369.63396372
2019-12-31,13720111.481133144,10586978.001902763,11151205.95239992,11166640.800389582,11182075.648379246,11583778.62113289
2020-01-31,13697773.86615416,10569741.419042436,11133050.754071148,11148485.60206081,11163920.450050473,11564952.19026418
2020-02-29,12545647.481502455,9680715.356353914,10196644.471111558,10212079.31910122,10227514.167090883,10593925.169113124
2020-03-31,10975945.07126149,8469471.19776182,8920847.632140167,8936282.480129829,8951717.328119492,9270955.258012783
2020-04-30,12368178.266780587,9543773.12561045,10052403.969421728,10067838.81741139,10083273.665401053,10444377.813366747
2020-05-31,12928231.884648422,9975932.539213344,10507595.11308608,10524370.446921406,10541145.78075673,10917800.561885415
2020-06-30,13165961.338767296,10159373.94234056,10700812.93839903,10668808.34689322,10636803.755387407,11067582.489740685
2020-07-31,13891423.207093805,10719168.87197751,11290441.87211721,11258437.2806114,11226432.689105587,11679026.982002022
2020-08-31,14864721.146889623,11470203.868455876,12081502.920929804,12049498.329423994,12017493.737918181,12499356.334377596
2020-09-30,14281608.309028862,11020251.053163655,11607570.084710106,11575565.493204296,11543560.901698483,12007888.555513758
2020-10-31,13886496.38665379,10715367.143420894,11286437.532248365,11254432.940742554,11222428.349236742,11674874.486393455
2020-11-30,15379928.464645324,11867758.111874344,12500244.628351117,12458935.982021287,12417627.33569146,12923942.685705945
2020-12-31,15950853.850007689,12308306.609156672,12964271.947912926,12922963.301583096,12881654.655253269,13405138.455756927
2021-01-31,15773214.601920467,12171233.17397649,12819893.24930843,12778584.6029786,12737275.956648773,13255417.919648072
2021-02-28,16184760.663772536,12488798.312538886,13154382.870638242,13113074.224308413,13071765.577978585,13602283.25305528
2021-03-31,16871619.774219606,13018805.834905539,13712636.891406775,13671328.245076945,13630019.598747117,14181191.9984745
2021-04-30,17756119.86253689,13701320.91436193,14431526.286863508,14349541.304610703,14267556.322357902,14884498.122237133
2021-05-31,17853538.612996638,13776493.056330929,14510704.692325734,14428719.710072929,14346734.727820128,14966606.033089845
2021-06-30,18250137.290529747,14082524.20486792,14833045.625126684,14751060.64287388,14669075.660621079,15300873.191162731
2021-07-31,18665292.414240338,14402874.237602364,15170468.560236683,15088483.577983879,15006498.595731078,15650780.367417881
2021-08-31,19206407.010858644,14820419.557025189,15610266.75853399,15528281.776281185,15446296.794028385,16106850.567975366
2021-09-30,18292774.19368109,14115424.517402062,14867699.344143186,14785714.361890381,14703729.37963758,15336809.055936862
2021-10-31,19557606.779842217,15091419.120958421,15895709.115119237,15813724.132866433,15731739.150613632,16402853.947069319
2021-11-30,19394619.43126221,14965651.668093493,15763238.945771165,15681253.96351836,15599268.98126556,16265482.541419271
2021-12-31,20240475.29014753,15618347.339197462,16450719.721713698,16368734.739460893,16286749.757208092,16978399.275906596
2022-01-31,19176126.556782234,14797053.966910604,15585655.910425927,15503670.928173123,15421685.945920322,16081329.148206051
2022-02-28,18574753.794344548,14333011.075158136,15096882.073833732,15014897.091580927,14932912.109328127,15574471.26987713
2022-03-31,19239233.81826011,14845750.013582334,15636947.18970558,15554962.207452776,15472977.225199975,16134518.14288244
2022-04-30,17547014.073971033,13539966.65811835,14261572.732404746,14179587.750151942,14097602.76789914,14708256.491490234
2022-05-31,17547947.183902856,13540686.682466194,14262331.130161127,14180346.147908323,14098361.165655522,14709042.948991856
2022-06-30,16075323.457390932,12404352.25696966,13065436.302739944,12983451.32048714,12901466.338234339,13467865.088705903
2022-07-31,17540048.926724397,13534592.076375224,14255911.714941645,14173926.73268884,14091941.75043604,14702397.833561579
2022-08-31,16795647.000359546,12960182.25253115,13650888.993150506,13617413.133910587,13583937.274670668,14125288.677330786
2022-09-30,15227006.261863232,11749757.321641492,12375955.042125681,12342479.182885762,12309003.323645843,12803170.097570485
2022-10-31,16443086.964453142,12688133.053104173,13364341.061245993,13330865.202006074,13297389.342766155,13828139.231521046
2022-11-30,17326950.46443916,13370156.915949924,14082713.061012464,14104682.699062157,14126652.337111847,14630598.022368044
2022-12-31,16305154.654331347,12581699.054005904,13252234.712860558,13327790.204788126,13403345.696715692,13824950.419483636
2023-01-31,17312044.551672723,13358654.927006647,14070598.079046879,14146153.570974447,14221709.062902013,14673603.854953522
2023-02-28,16859983.893369798,13009827.131287927,13703179.672102869,13778735.164030436,13854290.655958002,14292586.196793936
2023-03-31,17450953.51685649,13465842.551588992,14183498.21702761,14259053.708955178,14334609.200882744,14790682.763811423
2023-04-30,17706476.340586383,13663014.019002534,14391177.843883703,14466733.33581127,14542288.827738836,15006049.233146267
2023-05-31,17750429.965530407,13696930.36589419,14426901.746328508,14502457.238256076,14578012.730183642,15043095.383781599
2023-06-30,18899370.29815935,14583497.94544835,15360718.522760686,15436274.014688253,15511829.50661582,16011475.504597217
2023-07-31,19487876.51142604,15037612.501471108,15839034.897750795,15914590.389678363,15990145.881605929,16507495.795398504
2023-08-31,19142621.68949698,14771200.292660695,15558424.37716462,15633979.869092189,15709535.361019755,16216499.042410625
2023-09-30,18210005.269150935,14051556.75769421,14800427.782770088,14875983.274697656,14951538.766625222,15430446.733024945
2023-10-31,17809755.021417968,13742707.913875991,14475118.986923724,14550674.478851292,14626229.970778858,15093097.288281145
2023-11-30,19398015.95141404,14968272.556719646,15765999.513688829,15841555.005616397,15917110.497543963,16431757.153895803
2023-12-31,20255975.28290389,15630307.7436422,16463317.550580535,16607299.640801905,16751281.731023272,17225844.28216116
2024-01-31,20577958.343133334,15878762.54521739,16725013.632470207,16907406.80936978,17089799.986269355,17537059.31222426
2024-02-29,21642263.531368475,16700022.316368014,17590042.051970027,17772435.228869602,17954828.405769173,18434105.01381396
2024-03-31,22313580.140717845,17218036.63318075,18135663.69507449,18318056.871974066,18500450.048873637,18999921.741458796
2024-04-30,21384998.90243252,16501506.803505162,17380946.74939925,17563339.926298823,17745733.103198394,18217270.470386855
2024-05-31,22411932.001109418,17293928.79949759,18215600.498248834,18397993.67514841,18580386.85204798,19082817.244161274
2024-06-30,23188949.229957853,17893505.874379963,18847131.74776708,19029524.924666654,19211918.101566225,19737723.34901213
2024-07-31,23451478.672486905,18096083.92461876,19060506.098708328,19242899.275607903,19425292.452507474,19958995.321153823
2024-08-31,23986986.315203782,18509302.697738096,19495747.169530872,19678140.346430447,19860533.523330018,20410345.96228353
2024-09-30,24471448.69749479,18883132.938922163,19889500.51536885,20071893.692268424,20254286.869167995,20818673.293973695
2024-10-31,24229261.051479436,18696251.41946636,19692659.234342646,19875052.41124222,20057445.58814179,20614546.32998092
2024-11-30,25617629.09830317,19767570.846460816,20821074.119944654,21003467.29684423,21185860.4737438,21784727.21643598
2024-12-31,24977441.03627935,19273576.54189215,20300752.62419642,20483145.801095996,20665538.977995567,21245147.070068575
2025-01-31,25652239.182463225,19794277.349549394,20849203.93339541,21031597.110294987,21213990.287194557,21813898.198190678
2025-02-28,25286897.6140685,19512365.416611064,20552267.638261754,20734660.81516133,20917053.9920609,21505971.405045964
2025-03-31,23831770.735567033,18389532.247663654,19369593.610364664,19551986.78726424,19734379.96416381,20279523.08359045
2025-04-30,23650054.833866566,18249313.10611045,19221901.556461144,19404294.73336072,19586687.91026029,20126364.50620796
2025-05-31,25105096.695685357,19372080.6728395,20404506.48590894,20586899.662808515,20769292.839708086,21352741.171666108
2025-06-30,26350481.1972897,20333068.368932687,21416709.563567616,21599102.74046719,21781495.91736676,22402408.904511727
2025-07-31,26921405.545863252,20773616.066187963,21880736.040524706,22063129.21742428,22245522.394323852,22883610.38551743
2025-08-31,27434701.025047533,21169695.059720404,22297923.875373542,22480317.052273117,22662710.229172688,23316239.586556293
2025-09-30,28403795.822994903,21917486.74652526,23085568.76396954,23267961.940869115,23450355.117768686,24133037.561931346
2025-10-31,29048189.100444797,22414725.960821543,23609308.105367385,23791701.28226696,23974094.45916653,24676162.058607213
2025-11-30,29085940.65470865,22443856.545881193,23639991.19108352,23822384.367983095,24004777.544882666,24707980.816849742
2025-12-31,29070695.71200032,22432092.948091533,23627600.65795241,23809993.834851984,23992387.011751555,24695131.67312794
2026-01-31,29467887.43273454,22738581.71210293,23950423.59466778,24132816.771567356,24315209.948466927,25029903.249674022
2026-02-28,29212449.62568733,22541475.84690775,23742813.06626431,23925206.243163884,24107599.420063455,24814608.436336536
2026-03-31,27724580.956467073,21393377.823621556,22533527.705641508,22715920.882541083,22898314.059440654,23560563.81736101
2026-04-30,30614407.90027363,23623282.02851502,24882273.593079288,25064666.769978862,25247059.946878433,25996243.796125747
2026-05-31,32190142.347829413,24839180.744502395,26162973.05202877,26345366.228928346,26527759.405827917,27324345.762226887
2026-06-30,31847433.87922541,24574733.402134545,25884432.114500012,26066825.291399587,26249218.468299158,27035495.193745315
2026-07-31,31806497.309727605,24543145.133967582,25851160.36462591,26033553.541525483,26215946.718425054,27000991.957162652
2026-08-31,32596296.071064368,25152584.94236131,26493079.977344885,26675473.15424446,26857866.33114403,27666670.929519106
