exec_date,1m,3m,6m,12m,24m
1987-10-19,-0.1402901210059163,-0.1180757107939816,-0.08765474959070607,-0.02224976396646028,0.21276968977431232
1988-11-18,0.048639436206787456,0.11859412002634717,0.21685564459270856,0.2910429987591132,0.19848823810353666
1990-01-26,0.012787921968061333,0.009261213307943938,0.0838725701820544,0.0306050817210195,0.27412682281676815
1990-08-07,-0.04177257281540114,-0.05932481168674619,0.05032448482023533,0.16801723431510696,0.2689052855464593
1990-09-25,0.023374631205957952,0.08001048623417018,0.23191251987024475,0.2692660325438918,0.36561260498098114
1992-04-09,0.06081112860424587,0.05100125504990505,0.033586818757921355,0.11999999071708656,0.1429150947599811
1994-03-31,0.016788264372714634,0.0014589258935511218,0.038514205212105246,0.12380205403066968,0.4487712213785109
1996-07-17,0.05396507542242435,0.11808331521811977,0.22093673817756487,0.49050723957753584,0.8842242618754694
1998-09-01,0.03040905948173167,0.22772855729594776,0.3022730825838895,0.39047081893762825,0.5696451611175564
2001-03-23,0.08222231809957492,0.09643159663645262,-0.08855739597595469,0.025913209028952444,-0.2410565453678587
2001-09-18,0.036889730708973056,0.09202226096537514,0.10885947219165537,-0.16299083952672766,0.000779707257823059
2002-07-03,-0.08844100691492274,-0.12676017077148127,-0.04119861664207569,0.03966921314034244,0.17732486295593142
2002-10-10,0.15188729979076632,0.19415262843422942,0.11784846912364144,0.33639740144059194,0.4442555637729211
2003-01-28,-0.012035624919698118,0.08302266485138898,0.16731964423477463,0.3315712541605713,0.38593250094057585
2008-01-18,0.019589177902812116,0.040685222683828126,-0.05540147167065557,-0.39634158785113516,-0.14683258247753406
2008-03-11,0.06760045728473063,0.06594469191949903,-0.039147845019365635,-0.43396110206194805,-0.09742626475291638
2008-06-27,-0.015892820818066977,-0.05479117902178465,-0.32003739140416143,-0.27763322054794504,-0.18881270642041736
2008-09-30,-0.16492484836289356,-0.20034477974012954,-0.27177719499794284,-0.05090778407831753,0.024618794693517687
2008-12-02,0.13920334622553066,-0.16552560608886013,0.1522361287619871,0.3561385760856417,0.49342253178817996
2009-02-24,0.09291114720833149,0.22242814339577555,0.3771770037556754,0.4841611766116567,0.7556298864330886
2010-05-21,0.026282301005811082,0.00415075201927384,0.12127310164001037,0.24924573893108004,0.23305471786895882
2011-08-03,-0.0397288866292107,-0.028678469765297976,0.056838779400039785,0.08829978074546552,0.35329479379484763
2011-10-04,0.12800930805283395,0.16391171810214944,0.2747716507055289,0.32218287631958176,0.5273276667076379
2012-06-04,0.07488909210225758,0.10036057003641807,0.10072832129714304,0.2693207402161548,0.5250372621505934
2015-08-25,0.017997152370067715,0.09931622281485497,0.028249597676928806,0.14612660782113607,0.2849669282492826
2016-01-08,-0.04818163238754769,0.049343011956425764,0.09824917356621321,0.16594805495582388,0.41383992583831786
2018-10-12,-0.015996905922490146,-0.05783709600840037,0.04927559883864596,0.08126209670455009,0.2592021312406305
2018-12-19,0.03370560133089007,0.09958968502644128,0.15838319011241264,0.2584637348065706,0.45635532910554355
2020-02-28,-0.09950632853968766,0.04367998920622029,0.1946073452943189,0.33765991257507144,0.4995166402150988
2022-05-12,-0.03952921279460864,0.09636392778522906,0.013427468761450179,0.059511478602494616,0.35968697568737196
2022-09-23,0.0188348699903349,0.025555788820718073,0.06718023576666754,0.14659763473492227,0.5414956998604448
2023-10-04,0.019828312776413615,0.10743229871371818,0.22922737750845235,0.3583610390820591,0.5951797994299082
2025-04-07,0.13676190164530344,0.2643369452957913,0.3554449806719564,0.37766439482395997,
